movie_title,actor_1,actor_2,actor_3,fb_like_1,fb_like_2,fb_like_3
The Assassin,Qi Shu,Chen Chang,Satoshi Tsumabuki,1000.0,103.0,56.0
Buffalo Soldiers,Dean Stockwell,Scott Glenn,Leon,936.0,826.0,730.0
The Return,Konstantin Lavronenko,Vladimir Garin,Nataliya Vdovina,20.0,13.0,9.0
Ong-bak 2,Nirut Sirichanya,Petchtai Wongkamlao,Sarunyu Wongkrachang,64.0,45.0,7.0
Centurion,Michael Fassbender,JJ Feild,Dave Legeno,13000.0,794.0,570.0
Silent Trigger,Christopher Heyerdahl,Gina Bellman,Conrad Dunn,825.0,476.0,40.0
The Midnight Meat Train,Bradley Cooper,Brooke Shields,Leslie Bibb,14000.0,1000.0,1000.0
Winnie Mandela,Jennifer Hudson,Wendy Crewson,Aubrey Poo,549.0,248.0,2.0
The Son of No One,Channing Tatum,Al Pacino,Tracy Morgan,17000.0,14000.0,642.0
All the Queen's Men,Eddie Izzard,Udo Kier,Edward Fox,776.0,595.0,125.0
The Good Night,Stephen Graham,Gael Le Cornec,Keith Allen,1000.0,165.0,66.0
Bathory: Countess of Blood,Anna Friel,Hans Matheson,Franco Nero,735.0,627.0,576.0
Khumba,Liam Neeson,Steve Buscemi,Loretta Devine,14000.0,12000.0,912.0
Automata,Birgitte Hjort Sørensen,Robert Forster,Melanie Griffith,1000.0,889.0,537.0
Dungeons & Dragons: Wrath of the Dragon God,Bruce Payne,Lucy Gaskell,Steven Elder,179.0,55.0,51.0
Chiamatemi Francesco - Il Papa della gente,Maximilian Dirr,Rodrigo De la Serna,Ferdinando Vetere,61.0,57.0,50.0
Shinjuku Incident,Bingbing Fan,Daniel Wu,Yasuaki Kurata,556.0,353.0,19.0
Pandaemonium,Samantha Morton,Dexter Fletcher,Linus Roache,631.0,452.0,303.0
Groundhog Day,Bill Murray,Chris Elliott,Willie Garson,13000.0,571.0,512.0
Magic Mike XXL,Matt Bomer,Channing Tatum,Kevin Nash,20000.0,17000.0,642.0
Romeo + Juliet,Leonardo DiCaprio,Harold Perrineau,Brian Dennehy,29000.0,1000.0,954.0
Sarah's Key,Kristin Scott Thomas,Aidan Quinn,Arben Bajraktaraj,1000.0,767.0,121.0
Freedom,Sharon Leal,David Rasche,Bart Shatto,467.0,220.0,124.0
Unforgiven,Clint Eastwood,Morgan Freeman,Frances Fisher,16000.0,11000.0,638.0
Manderlay,Bryce Dallas Howard,Jeremy Davies,Jean-Marc Barr,3000.0,769.0,236.0
Slumdog Millionaire,Anil Kapoor,Saurabh Shukla,Ayush Mahesh Khedekar,668.0,56.0,40.0
Fatal Attraction,Fred Gwynne,Lois Smith,Anne Archer,886.0,276.0,249.0
Pretty Woman,Julia Roberts,Hector Elizondo,Jason Alexander,8000.0,995.0,700.0
Towering Inferno,Martin Short,Andrea Martin,Joe Flaherty,770.0,179.0,176.0
Crocodile Dundee II,Paul Hogan,Linda Kozlowski,John Meillon,442.0,162.0,57.0
Broken Horses,María Valverde,Chris Marquette,Chad Bishop,892.0,355.0,277.0
Born on the Fourth of July,Tom Cruise,Tom Berenger,Stephen Baldwin,10000.0,854.0,560.0
Cool Runnings,Doug E. Doug,Leon,Malik Yoba,953.0,730.0,496.0
My Bloody Valentine,Jensen Ackles,Jaime King,Edi Gathegi,10000.0,960.0,725.0
Stomp the Yard,Chris Brown,Laz Alonso,Harry Lennix,997.0,826.0,748.0
The Spy Who Loved Me,Caroline Munro,Desmond Llewelyn,Barbara Bach,456.0,244.0,238.0
Ghost Hunters,Amy Bruni,Steve Gonsalves,Jason Hawes,155.0,130.0,84.0
Urban Legend,Alicia Witt,Loretta Devine,Julian Richings,975.0,912.0,648.0
Good Deeds,Eddie Cibrian,Phylicia Rashad,Jamie Kennedy,849.0,597.0,490.0
White Fang,Seymour Cassel,Klaus Maria Brandauer,Susan Hogan,327.0,172.0,25.0
Superstar,Will Ferrell,Elaine Hendrix,Molly Shannon,8000.0,670.0,636.0
The Iron Lady,Meryl Streep,Jim Broadbent,Olivia Colman,11000.0,1000.0,583.0
Jonah: A VeggieTales Movie,Phil Vischer,Mike Nawrocki,Shelby Vischer,23.0,12.0,8.0
Poetic Justice,Janet Jackson,Khandi Alexander,Maya Angelou,592.0,556.0,279.0
All About the Benjamins,Mike Epps,Roger Guenveur Smith,Gino Salvano,706.0,266.0,111.0
Vampire in Brooklyn,John Witherspoon,W. Earl Brown,Allen Payne,723.0,422.0,364.0
Exorcist II: The Heretic,Linda Blair,Richard Burton,Ned Beatty,931.0,726.0,467.0
An American Haunting,Sissy Spacek,James D'Arcy,Vernon Dobtcheff,874.0,613.0,50.0
My Boss's Daughter,Carmen Electra,Tyler Labine,Molly Shannon,869.0,779.0,636.0
A Perfect Getaway,Chris Hemsworth,Milla Jovovich,Marley Shelton,26000.0,14000.0,690.0
Our Family Wedding,America Ferrera,Lance Gross,Lupe Ontiveros,953.0,849.0,625.0
Dead Man on Campus,Alyson Hannigan,Linda Cardellini,Poppy Montgomery,3000.0,2000.0,654.0
Tea with Mussolini,Lily Tomlin,Joan Plowright,Paolo Seganti,718.0,330.0,55.0
Thinner,Joe Mantegna,Bethany Joy Lenz,Kari Wuhrer,1000.0,855.0,514.0
"New York, New York",Robert De Niro,Liza Minnelli,Mary Kay Place,22000.0,740.0,213.0
Crooklyn,Alfre Woodard,Delroy Lindo,Isaiah Washington,1000.0,848.0,534.0
I Think I Love My Wife,Steve Buscemi,Eliza Coupe,Wendell Pierce,12000.0,490.0,458.0
Jason X,Peter Mensah,Kane Hodder,Lexa Doig,1000.0,935.0,489.0
Bobby,Anthony Hopkins,Nick Cannon,Brian Geraghty,12000.0,593.0,383.0
Head Over Heels,Monica Potter,Ivana Milicevic,China Chow,878.0,834.0,169.0
Fun Size,Thomas McDonell,Jackson Nicoll,Osric Chau,962.0,925.0,635.0
The Diving Bell and the Butterfly,Emmanuelle Seigner,Mathieu Amalric,Isaach De Bankolé,413.0,412.0,177.0
Little Children,Kate Winslet,Noah Emmerich,Jane Adams,14000.0,617.0,280.0
Gossip,Norman Reedus,Sharon Lawrence,Noam Jenkins,12000.0,215.0,191.0
A Walk on the Moon,Viggo Mortensen,Julie Kavner,Tovah Feldshuh,10000.0,233.0,113.0
Catch a Fire,Derek Luke,Terry Pheto,Bonnie Henna,543.0,113.0,15.0
Soul Survivors,Melissa Sagemiller,Angela Featherstone,Candace Kroslak,159.0,102.0,102.0
Jefferson in Paris,Seth Gilliam,Todd Boyce,Nigel Whitmey,423.0,15.0,5.0
Easy Virtue,Colin Firth,Kristin Scott Thomas,Kris Marshall,14000.0,1000.0,548.0
Caravans,Christopher Lee,Joseph Cotten,Behrouz Vossoughi,16000.0,469.0,324.0
Mr. Turner,Lesley Manville,Ruth Sheen,Karl Johnson,149.0,44.0,43.0
Wild Grass,Mathieu Amalric,Sara Forestier,Edouard Baer,412.0,74.0,59.0
Amen.,Sebastian Koch,Mathieu Kassovitz,Ulrich Mühe,380.0,326.0,284.0
Reign of Assassins,Woo-sung Jung,Shawn Yue,Kelly Lin,149.0,32.0,21.0
The Lucky Ones,John Heard,Katherine LaNasa,Mark L. Young,697.0,329.0,322.0
Margaret,Matt Damon,Kieran Culkin,John Gallagher Jr.,13000.0,1000.0,338.0
Stan Helsing,Steve Howey,Kenan Thompson,Diora Baird,826.0,521.0,378.0
Flipped,Madeline Carroll,Rebecca De Mornay,Aidan Quinn,1000.0,872.0,767.0
Brokeback Mountain,Jake Gyllenhaal,Heath Ledger,Anne Hathaway,15000.0,13000.0,11000.0
Clueless,Donald Faison,Dan Hedaya,Elisa Donovan,927.0,281.0,201.0
Far from Heaven,Dennis Quaid,Celia Weston,Michael Gaston,2000.0,258.0,135.0
Hot Tub Time Machine 2,Adam Scott,Gillian Jacobs,Collette Wolfe,3000.0,837.0,390.0
Dekalog,Krystyna Janda,Olaf Lubaszenko,Olgierd Lukaszewicz,20.0,3.0,2.0
Quills,Kate Winslet,Stephen Marcus,Amelia Warner,14000.0,230.0,170.0
Seven Psychopaths,Abbie Cornish,Gabourey Sidibe,Michael Stuhlbarg,2000.0,906.0,816.0
The Caveman's Valentine,Colm Feore,Tamara Tunie,Aunjanue Ellis,539.0,508.0,400.0
The Border,Jacek Koman,Marian Dziedziel,Jaroslaw Boberek,70.0,2.0,2.0
Downfall,Thomas Kretschmann,Bruno Ganz,Alexandra Maria Lara,918.0,653.0,471.0
The Sea Inside,Belén Rueda,Lola Dueñas,Tamar Novas,273.0,114.0,93.0
Under the Skin,Scarlett Johansson,Paul Brannigan,Alison Chand,19000.0,50.0,21.0
"Good Morning, Vietnam",Robin Williams,J.T. Walsh,Bruno Kirby,49000.0,263.0,227.0
The Last Godfather,Jason Mewes,Stephanie Danielson,Michael Rispoli,898.0,391.0,385.0
Justin Bieber: Never Say Never,Usher Raymond,Sean Kingston,Boys II Men,569.0,69.0,41.0
Black Swan,Natalie Portman,Mila Kunis,Mark Margolis,20000.0,15000.0,1000.0
The Godfather: Part II,Robert De Niro,Al Pacino,Robert Duvall,22000.0,14000.0,3000.0
Save the Last Dance,Sean Patrick Thomas,Terry Kinney,Fredro Starr,656.0,363.0,237.0
A Nightmare on Elm Street 4: The Dream Master,Tuesday Knight,Rodney Eastman,Brooke Bundy,130.0,125.0,54.0
Miracles from Heaven,Jennifer Garner,Brighton Sharbino,Martin Henderson,3000.0,3000.0,579.0
"Dude, Where's My Car?",Jennifer Garner,Mary Lynn Rajskub,Marla Sokoloff,3000.0,934.0,612.0
Young Guns,Jack Palance,Patrick Wayne,Brian Keith,549.0,439.0,316.0
St. Vincent,Bill Murray,Naomi Watts,Reg E. Cathey,13000.0,6000.0,360.0
About Last Night,Joe Lo Truglio,Regina Hall,Bryan Callen,833.0,807.0,460.0
10 Things I Hate About You,Joseph Gordon-Levitt,Heath Ledger,Andrew Keegan,23000.0,13000.0,835.0
The New Guy,Zooey Deschanel,Eddie Griffin,Gene Simmons,11000.0,489.0,301.0
Loaded Weapon 1,Jon Lovitz,Lin Shaye,Bill Nunn,11000.0,852.0,182.0
The Shallows,Óscar Jaenada,Brett Cullen,Sedona Legge,619.0,350.0,2.0
The Butterfly Effect,Logan Lerman,Eric Stoltz,Cameron Bright,8000.0,902.0,829.0
Snow Day,Chris Elliott,Mark Webber,Jean Smart,571.0,442.0,329.0
This Christmas,Mekhi Phifer,Chris Brown,Loretta Devine,1000.0,997.0,912.0
Baby Geniuses,Kathleen Turner,Dom DeLuise,Ruby Dee,899.0,842.0,782.0
The Big Hit,Bokeem Woodbine,Elliott Gould,Antonio Sabato Jr.,904.0,471.0,459.0
Harriet the Spy,Gregory Smith,Eartha Kitt,Charlotte Sullivan,694.0,558.0,388.0
Child's Play 2,Jenny Agutter,Beth Grant,Greg Germann,659.0,628.0,435.0
No Good Deed,Leslie Bibb,Kate del Castillo,Henry Simmons,1000.0,345.0,334.0
The Mist,Toby Jones,Alexa Davalos,Jeffrey DeMunn,2000.0,850.0,745.0
Ex Machina,Elina Alminas,Sonoya Mizuno,Corey Johnson,149.0,145.0,123.0
Being John Malkovich,Willie Garson,Orson Bean,Mary Kay Place,512.0,216.0,213.0
Two Can Play That Game,Mo'Nique,Vivica A. Fox,Tamala Jones,939.0,890.0,405.0
Earth to Echo,Teo Halm,Ella Wahlestedt,Jason Gray-Stanford,803.0,587.0,140.0
Crazy/Beautiful,Kirsten Dunst,Jay Hernandez,Rolando Molina,4000.0,1000.0,525.0
Letters from Iwo Jima,Yuki Matsuzaki,Kazunari Ninomiya,Shidô Nakamura,378.0,85.0,78.0
The Astronaut Farmer,J.K. Simmons,Virginia Madsen,Bruce Dern,24000.0,912.0,844.0
Woo,LL Cool J,Jada Pinkett Smith,Dave Chappelle,1000.0,851.0,744.0
Room,Joan Allen,Jacob Tremblay,Cas Anvar,805.0,681.0,491.0
Dirty Work,Don Rickles,Jack Warden,Traylor Howard,721.0,359.0,294.0
Serial Mom,Kathleen Turner,Sam Waterston,Traci Lords,899.0,849.0,650.0
Dick,Ryan Reynolds,Will Ferrell,Kirsten Dunst,16000.0,8000.0,4000.0
Del 1 - Män som hatar kvinnor,Michael Nyqvist,David Dencik,Lena Endre,690.0,94.0,75.0
Light It Up,Rosario Dawson,Vanessa Williams,Robert Ri'chard,3000.0,1000.0,730.0
54,Salma Hayek,Ellen Albertini Dow,Sela Ward,4000.0,957.0,812.0
Bubble Boy,Jake Gyllenhaal,Geoffrey Arend,Marley Shelton,15000.0,816.0,690.0
Birthday Girl,Mark Gatiss,Mathieu Kassovitz,Ben Chaplin,567.0,326.0,258.0
21 & Over,Justin Chon,Josie Loren,Sarah Wright,552.0,528.0,499.0
"Paris, je t'aime",Steve Buscemi,Miranda Richardson,Catalina Sandino Moreno,12000.0,530.0,280.0
Resurrecting the Champ,Harry Lennix,Kathryn Morris,Peter Coyote,748.0,573.0,548.0
Admission,Tina Fey,Sarita Choudhury,Christopher Evan Welch,2000.0,257.0,252.0
The Widow of Saint-Pierre,Emir Kusturica,Daniel Auteuil,Yves Jacques,2000.0,370.0,8.0
Chloe,Liam Neeson,Meghan Heffern,Natalie Lisinska,14000.0,153.0,73.0
Faithful,Chazz Palminteri,Ryan O'Neal,Paul Mazursky,979.0,385.0,150.0
Find Me Guilty,Peter Dinklage,Vin Diesel,Alex Rocco,22000.0,14000.0,968.0
The Perks of Being a Wallflower,Logan Lerman,Ezra Miller,Kate Walsh,8000.0,3000.0,850.0
Excessive Force,Burt Young,Ian Gomez,Thomas Ian Griffith,683.0,155.0,147.0
Infamous,Toby Jones,Isabella Rossellini,Hope Davis,2000.0,812.0,442.0
The Claim,Milla Jovovich,Sarah Polley,Shirley Henderson,14000.0,900.0,887.0
The Vatican Tapes,Djimon Hounsou,Alison Lohman,Dougray Scott,3000.0,1000.0,794.0
Attack the Block,John Boyega,Luke Treadaway,Jodie Whittaker,1000.0,305.0,304.0
In the Land of Blood and Honey,Jelena Jovanova,Nikola Djuricko,Branko Djuric,306.0,164.0,116.0
The Call,Michael Imperioli,Tara Platt,Roma Maffia,873.0,461.0,383.0
Operation Chromite,Liam Neeson,Dean Dawson,Jung-jae Lee,14000.0,81.0,29.0
The Crocodile Hunter: Collision Course,Steve Irwin,Aden Young,Steve Bastoni,477.0,238.0,234.0
I Love You Phillip Morris,Dameon Clarke,Louis Herthum,Annie Golden,170.0,157.0,113.0
Quest for Fire,Rae Dawn Chong,Everett McGill,Gary Schwartz,581.0,201.0,91.0
Antwone Fisher,Denzel Washington,Kevin Connolly,Derek Luke,18000.0,638.0,543.0
The Emperor's Club,Gabriel Millman,Embeth Davidtz,Rob Morrow,13000.0,795.0,355.0
True Romance,Brad Pitt,Gary Oldman,Michael Rapaport,11000.0,10000.0,975.0
Womb,Eva Green,Matt Smith,Hannah Murray,6000.0,2000.0,1000.0
Glengarry Glen Ross,Kevin Spacey,Al Pacino,Jude Ciccolella,18000.0,14000.0,99.0
The Killer Inside Me,Liam Aiken,Ned Beatty,Jay R. Ferguson,818.0,467.0,204.0
Cat People,Ed Begley Jr.,Ruby Dee,John Heard,783.0,782.0,697.0
Sorority Row,Julian Morris,Margo Harshman,Rumer Willis,1000.0,668.0,472.0
The Prisoner of Zenda,David Niven,Mary Astor,Ronald Colman,490.0,185.0,135.0
Lars and the Real Girl,Ryan Gosling,Kelli Garner,Paul Schneider,33000.0,730.0,552.0
The Boy in the Striped Pajamas,Richard Johnson,Sheila Hancock,Cara Horgan,77.0,32.0,18.0
Dancer in the Dark,Catherine Deneuve,Udo Kier,Björk,963.0,595.0,322.0
Oscar and Lucinda,Tom Wilkinson,Richard Roxburgh,Clive Russell,1000.0,653.0,241.0
The Funeral,Isabella Rossellini,Vincent Gallo,Gretchen Mol,812.0,787.0,599.0
Solitary Man,Jenna Fischer,David Costabile,Richard Schiff,966.0,681.0,506.0
Machete,Robert De Niro,Don Johnson,Cheech Marin,22000.0,982.0,844.0
Casino Jack,Kevin Spacey,Eric Schweig,Christian Campbell,18000.0,322.0,168.0
The Land Before Time,Judith Barsi,Gabriel Damon,Bill Erwin,912.0,320.0,191.0
Tae Guk Gi: The Brotherhood of War,Min-sik Choi,Bin Won,Dong-gun Jang,717.0,517.0,489.0
The Perfect Game,Clifton Collins Jr.,Cheech Marin,Bruce McGill,968.0,844.0,655.0
The Exorcist,Ellen Burstyn,Linda Blair,Lee J. Cobb,1000.0,931.0,259.0
Jaws,Roy Scheider,Robert Shaw,Murray Hamilton,813.0,559.0,366.0
American Pie,Alyson Hannigan,Shannon Elizabeth,Natasha Lyonne,3000.0,1000.0,1000.0
Ernest & Celestine,Mackenzie Foy,Megan Mullally,Lambert Wilson,6000.0,637.0,186.0
The Golden Child,Victor Wong,Randall 'Tex' Cobb,Charlotte Lewis,400.0,255.0,148.0
Think Like a Man,Chris Brown,Romany Malco,Regina Hall,997.0,966.0,807.0
Barbershop,Sean Patrick Thomas,Jason George,Cedric the Entertainer,656.0,528.0,436.0
Star Trek II: The Wrath of Khan,Leonard Nimoy,Kirstie Alley,Nichelle Nichols,12000.0,980.0,664.0
Ace Ventura: Pet Detective,Sean Young,Udo Kier,David Margulies,759.0,595.0,567.0
WarGames,Matthew Broderick,Barry Corbin,Ally Sheedy,2000.0,883.0,793.0
Witness,Harrison Ford,Viggo Mortensen,Lukas Haas,11000.0,10000.0,733.0
Act of Valor,Alex Veadov,Jason Cottle,Rorke Denver,93.0,17.0,11.0
Step Up,Channing Tatum,Alyson Stoner,Josh Henderson,17000.0,2000.0,920.0
Beavis and Butt-Head Do America,Bruce Willis,Demi Moore,John Doman,13000.0,2000.0,616.0
Jackie Brown,Robert De Niro,Sid Haig,Robert Forster,22000.0,1000.0,889.0
Harold & Kumar Escape from Guantanamo Bay,Danneel Ackles,Eric Winter,Beverly D'Angelo,1000.0,954.0,816.0
Chronicle,Michael Kelly,Alex Russell,Ashley Hinshaw,963.0,465.0,371.0
Yentl,Miriam Margolyes,Amy Irving,Steven Hill,405.0,194.0,122.0
Time Bandits,Shelley Duvall,Michael Palin,Kenny Baker,629.0,561.0,504.0
Crossroads,Britney Spears,Katherine Boecher,Dave Allen,1000.0,188.0,135.0
Project X,Dax Flame,Kirby Bliss Blanton,Oliver Cooper,971.0,329.0,281.0
Patton,George C. Scott,Karl Malden,Bill Hickman,654.0,416.0,78.0
One Hour Photo,Robin Williams,Gary Cole,Connie Nielsen,49000.0,989.0,933.0
Quarantine,Andrew Fiscella,Jay Hernandez,Dania Ramirez,137000.0,1000.0,1000.0
The Eye,Chloë Grace Moretz,Alessandro Nivola,Obba Babatundé,17000.0,527.0,451.0
Johnson Family Vacation,Vanessa Williams,Shannon Elizabeth,Shad Moss,1000.0,1000.0,826.0
How High,Hector Elizondo,Fred Willard,T.J. Thyne,995.0,729.0,722.0
The Muppet Christmas Carol,Steven Mackintosh,Jerry Nelson,Steve Whitmire,227.0,94.0,84.0
Frida,Salma Hayek,Roger Rees,Valeria Golino,4000.0,1000.0,898.0
Katy Perry: Part of Me,Lexie Contursi,Ashley Ashida Dixon,Anthony Burrell,28.0,9.0,8.0
The Fault in Our Stars,Shailene Woodley,Sam Trammell,Nat Wolff,8000.0,1000.0,733.0
Rounders,Matt Damon,Martin Landau,Gretchen Mol,13000.0,940.0,599.0
Top Five,Rosario Dawson,Romany Malco,J.B. Smoove,3000.0,966.0,555.0
Prophecy,Talia Shire,Richard Dysart,Robert Foxworth,452.0,122.0,79.0
Stir of Echoes,Illeana Douglas,Kathryn Erbe,Lusia Strus,347.0,301.0,282.0
Spartacus: War of the Damned,Peter Mensah,Kelvin Taylor,Viva Bianca,1000.0,939.0,898.0
Philomena,Steve Coogan,Mare Winningham,Peter Hermann,1000.0,482.0,322.0
The Upside of Anger,Alicia Witt,Erika Christensen,Joan Allen,975.0,931.0,805.0
The Boys from Brazil,Laurence Olivier,Anne Meara,Steve Guttenberg,1000.0,837.0,801.0
Aquamarine,Tammin Sursok,Joanna 'JoJo' Levesque,Dichen Lachman,836.0,826.0,717.0
Paper Towns,Nat Wolff,Cara Delevingne,Meg Crosbie,733.0,558.0,376.0
My Baby's Daddy,Michael Imperioli,Marsha Thomason,Bai Ling,873.0,691.0,581.0
Nebraska,Devin Ratray,Bruce Dern,Will Forte,1000.0,844.0,622.0
Tales from the Crypt: Demon Knight,CCH Pounder,Jada Pinkett Smith,Gary Farmer,1000.0,851.0,580.0
Max Keeble's Big Move,Noel Fisher,Amber Valletta,Larry Miller,833.0,626.0,611.0
Young Adult,Charlize Theron,Patton Oswalt,Collette Wolfe,9000.0,786.0,390.0
Crank,Jason Statham,Edi Gathegi,Jose Pablo Cantillo,26000.0,725.0,501.0
How to Be a Player,Bernie Mac,Gilbert Gottfried,Lark Voorhies,1000.0,560.0,324.0
Living Out Loud,Holly Hunter,Eddie Cibrian,Jenette Goldstein,1000.0,849.0,604.0
Just Wright,Common,Laz Alonso,Mehcad Brooks,988.0,826.0,696.0
Rachel Getting Married,Anne Hathaway,Rosemarie DeWitt,Bill Irwin,11000.0,536.0,471.0
The Postman Always Rings Twice,Anjelica Huston,Michael Lerner,John Colicos,1000.0,230.0,85.0
Girl with a Pearl Earring,Scarlett Johansson,Colin Firth,Tom Wilkinson,19000.0,14000.0,1000.0
Das Boot,Jürgen Prochnow,Martin Semmelrogge,Herbert Grönemeyer,362.0,21.0,18.0
Sorority Boys,Heather Matarazzo,Barry Watson,Harland Williams,529.0,526.0,503.0
About Time,Tom Hughes,Tom Hollander,Lindsay Duncan,565.0,555.0,171.0
House of Flying Daggers,Takeshi Kaneshiro,Andy Lau,Zhengyong Zhang,755.0,483.0,4.0
Arbitrage,Nate Parker,Curtiss Cook,Reg E. Cathey,664.0,591.0,360.0
Project Almanac,Gary Weeks,Jonny Weston,Sofia Black-D'Elia,452.0,328.0,265.0
Cadillac Records,Cedric the Entertainer,Veronika Dash,Tammy Blanchard,436.0,223.0,192.0
Screwed,Sarah Silverman,Dave Chappelle,Sherman Hemsley,931.0,744.0,654.0
Fortress,Christopher Lambert,Kurtwood Smith,Clifton Collins Jr.,1000.0,1000.0,968.0
For Your Consideration,John Michael Higgins,Catherine O'Hara,Ed Begley Jr.,957.0,925.0,783.0
Celebrity,Melanie Griffith,Aleksa Palladino,Greg Mottola,537.0,255.0,99.0
Running with Scissors,Jill Clayburgh,Joseph Cross,Dagmara Dominczyk,433.0,398.0,316.0
From Justin to Kelly,Anika Noni Rose,Kelly Clarkson,Brian Dietzen,525.0,281.0,251.0
Girl 6,Michael Imperioli,Debi Mazar,Gretchen Mol,873.0,680.0,599.0
In the Cut,Jennifer Jason Leigh,Nick Damici,Susan Gardner,1000.0,65.0,48.0
Two Lovers,Isabella Rossellini,Vinessa Shaw,Samantha Ivers,812.0,580.0,103.0
Last Orders,Bob Hoskins,Ray Winstone,JJ Feild,5000.0,1000.0,794.0
The Pursuit of D.B. Cooper,Robert Duvall,Treat Williams,Paul Gleason,3000.0,642.0,212.0
Ravenous,Jeremy Davies,Jeffrey Jones,David Arquette,769.0,692.0,611.0
Charlie Bartlett,Robert Downey Jr.,Megan Park,Hope Davis,21000.0,569.0,442.0
The Great Beauty,Toni Servillo,Sabrina Ferilli,Serena Grandi,211.0,98.0,70.0
The Dangerous Lives of Altar Boys,Kieran Culkin,Michael Harding,Jake Richardson,1000.0,165.0,77.0
Stoker,Mia Wasikowska,Alden Ehrenreich,Harmony Korine,3000.0,1000.0,520.0
2046,Li Gong,Tony Chiu Wai Leung,Maggie Cheung,878.0,643.0,576.0
Married Life,David Richmond-Peck,Erin Boyes,Timothy Webber,60.0,46.0,18.0
Duma,Eamonn Walker,Hope Davis,Campbell Scott,706.0,442.0,393.0
Ondine,Tony Curran,Stephen Rea,Alicja Bachleda,845.0,327.0,289.0
Brother,Omar Epps,Tatyana Ali,James Shigeta,865.0,685.0,403.0
Welcome to Collinwood,Michael Jeter,Isaiah Washington,Andy Davoli,693.0,534.0,146.0
Critical Care,Kyra Sedgwick,Anne Bancroft,Albert Brooks,941.0,754.0,745.0
The Life Before Her Eyes,Eva Amurri Martino,Lynn Cohen,Brett Cullen,797.0,474.0,350.0
Darling Companion,Dianne Wiest,Mark Duplass,Sam Shepard,967.0,830.0,820.0
Trade,Zack Ward,Kate del Castillo,Alicja Bachleda,662.0,345.0,289.0
Fateless,Marcell Nagy,Péter Fancsikai,Bálint Péntek,9.0,2.0,0.0
Breakfast of Champions,Bruce Willis,Albert Finney,Omar Epps,13000.0,883.0,865.0
"A Woman, a Gun and a Noodle Shop",Honglei Sun,Ni Yan,Dahong Ni,9.0,4.0,3.0
Cypher,David Hewlett,Jeremy Northam,Kari Matchett,686.0,327.0,280.0
City of Life and Death,Ye Liu,Yuanyuan Gao,Ryu Kohata,52.0,32.0,3.0
Legend of Kung Fu Rabbit,Jon Heder,Tom Arnold,Rebecca Black,970.0,618.0,188.0
Space Battleship Yamato,Takuya Kimura,Meisa Kuroki,Hiroyuki Ikeuchi,84.0,33.0,16.0
5 Days of War,Richard Coyle,Kenneth Cranham,Ana Imnadze,567.0,111.0,18.0
Triangle,Rachael Carpani,Michael Dorman,Emma Lung,181.0,168.0,42.0
10 Days in a Madhouse,Christopher Lambert,Kelly LeBrock,Alexandra Callas,1000.0,445.0,247.0
Heaven Is for Real,Jacob Vargas,Connor Corum,Rob Moran,399.0,116.0,79.0
Snatch,Jason Statham,Brad Pitt,Jason Flemyng,26000.0,11000.0,1000.0
Dancin' It's On,Gary Daniels,Matt Marr,Ginger Jensen,551.0,85.0,84.0
Pet Sematary,Miko Hughes,Fred Gwynne,Denise Crosby,969.0,886.0,426.0
Madadayo,Tatsuo Matsumura,Tetsu Watanabe,Akira Terao,15.0,6.0,4.0
The Cry of the Owl,Paddy Considine,Caroline Dhavernas,Charlotte Sullivan,680.0,544.0,388.0
A Tale of Three Cities,Wei Tang,Ching Wan Lau,Hailu Qin,215.0,27.0,2.0
Gremlins,Phoebe Cates,Harry Carey Jr.,Zach Galligan,767.0,281.0,233.0
Star Wars: Episode IV - A New Hope,Harrison Ford,Peter Cushing,Kenny Baker,11000.0,1000.0,504.0
Dirty Grandpa,Robert De Niro,Zoey Deutch,Jason Mantzoukas,22000.0,851.0,411.0
Doctor Zhivago,Julie Christie,Klaus Kinski,Geraldine Chaplin,597.0,396.0,382.0
Trash,Wagner Moura,Selton Mello,Daniel Zettel,585.0,68.0,14.0
High School Musical 3: Senior Year,Lucas Grabeel,Matt Prokop,Corbin Bleu,755.0,734.0,632.0
The Fighter,Christian Bale,Jack McGee,Melissa McMeekin,23000.0,238.0,141.0
Jackass Number Two,Bam Margera,Steve-O,Chris Pontius,608.0,362.0,218.0
My Cousin Vinny,Fred Gwynne,Bruce McGill,Lane Smith,886.0,655.0,633.0
If I Stay,Chloë Grace Moretz,Mireille Enos,Stacy Keach,17000.0,1000.0,602.0
Drive Hard,Zoe Ventoura,Damien Garvey,Christopher Sommers,84.0,37.0,32.0
Major League,Corbin Bernsen,Tom Berenger,Rene Russo,1000.0,854.0,808.0
St. Trinian's,Lily Cole,Rupert Everett,Tamsin Egerton,785.0,692.0,621.0
Phone Booth,Radha Mitchell,John Enos III,Richard T. Jones,991.0,465.0,328.0
A Walk to Remember,Lauren German,Peter Coyote,Paz de la Huerta,683.0,548.0,488.0
