city,cuisine_style,ranking,rating,reviews_number
Oporto,"European, Portuguese, Mediterranean, Spanish, Vegetarian Friendly, Vegan Options, Gluten Free Options",80.0,4.5,466.0
Dublin,unknown,1362.0,4.0,6.0
Rome,"Italian, Seafood, Mediterranean",5432.0,4.5,42.0
Barcelona,"Spanish, Vegetarian Friendly",2496.0,4.5,25.0
Barcelona,unknown,4761.0,4.0,5.0
Rome,"Italian, Delicatessen",3387.0,4.0,119.0
Berlin,"Barbecue, Asian, Grill, Soups",3928.0,4.5,6.0
London,"Italian, Pizza, Mediterranean, European, Vegetarian Friendly",2277.0,4.5,43.0
Dublin,unknown,1735.0,4.0,7.0
Athens,"Mediterranean, Greek",660.0,4.0,49.0
Oporto,"Mediterranean, European, Portuguese",100.0,4.5,427.0
Hamburg,"Italian, Mediterranean, European, Vegetarian Friendly, Vegan Options",27.0,4.5,172.0
Paris,Vietnamese,9954.0,4.0,12.0
Barcelona,German,6633.0,3.5,45.0
Madrid,unknown,6185.0,3.5,18.0
London,"Mediterranean, Spanish",14020.0,3.0,25.0
Hamburg,Brazilian,634.0,4.0,36.0
Paris,"Italian, French, American, Indian, Vegetarian Friendly",12239.0,3.5,3.0
Paris,French,7403.0,3.5,64.0
Milan,unknown,4245.0,4.0,2.0
Rome,"Delicatessen, Vegetarian Friendly, Vegan Options",1697.0,5.0,50.0
Edinburgh,"Japanese, Sushi, Asian, Soups, Vegetarian Friendly, Vegan Options",454.0,4.0,165.0
Barcelona,"American, Caribbean, Latin, Bar, Spanish, Pub, Venezuelan, South American",1213.0,4.5,110.0
Rome,"Italian, American, Fast Food, Pub, Brew Pub, Vegetarian Friendly, Vegan Options",590.0,4.5,240.0
Rome,Pizza,4086.0,4.5,16.0
Lisbon,Italian,2210.0,4.0,27.0
Milan,Italian,5130.0,3.5,34.0
Munich,unknown,2043.0,3.5,14.0
London,"Italian, European, Vegetarian Friendly",3684.0,4.0,311.0
Paris,unknown,10855.0,4.0,
Oslo,unknown,730.0,4.0,17.0
Lyon,Wine Bar,438.0,4.5,68.0
Berlin,Bar,2789.0,4.0,76.0
London,"Mediterranean, Seafood, European, Vegetarian Friendly, Vegan Options",4717.0,5.0,13.0
Barcelona,unknown,3810.0,4.5,8.0
Geneva,Thai,1128.0,4.0,22.0
Milan,"Japanese, Seafood, Sushi, Soups, Vegetarian Friendly",1452.0,3.5,421.0
Paris,"French, European",12716.0,3.0,473.0
London,"Steakhouse, Argentinean, South American, Vegetarian Friendly",105.0,4.5,974.0
Athens,"Seafood, Mediterranean, European, Greek, Vegetarian Friendly, Vegan Options, Gluten Free Options",40.0,4.5,2026.0
London,"Sushi, Japanese, Seafood, Asian, Vegetarian Friendly",10387.0,3.5,29.0
Milan,unknown,2201.0,4.5,20.0
Madrid,"Mexican, Latin",4649.0,3.5,73.0
Milan,"American, Bar, Barbecue, Vegetarian Friendly",540.0,4.0,430.0
London,British,10012.0,4.0,21.0
Madrid,"Mediterranean, European, Spanish",8298.0,2.5,266.0
London,"Bar, British, Pub",7854.0,4.0,39.0
Rome,"Italian, Seafood, Mediterranean, European, Vegetarian Friendly, Vegan Options, Gluten Free Options",545.0,4.0,1872.0
Paris,"Asian, Korean",9628.0,3.5,38.0
Hamburg,unknown,795.0,5.0,4.0
Madrid,unknown,1356.0,5.0,18.0
Vienna,"German, Austrian, Cafe, European, Central European, Vegetarian Friendly",757.0,4.0,138.0
Milan,Italian,4274.0,4.5,3.0
Madrid,"American, Spanish, Contemporary, Cafe, Mediterranean, European, Vegetarian Friendly, Vegan Options, Gluten Free Options",351.0,4.0,437.0
Lisbon,"Seafood, Mediterranean, Barbecue, European, Portuguese",580.0,4.5,92.0
Prague,unknown,3140.0,4.0,3.0
Barcelona,"Fast Food, Bar, Spanish, Delicatessen",6799.0,4.0,9.0
Munich,Turkish,878.0,4.0,56.0
Paris,"French, European, Vegetarian Friendly",2329.0,4.0,73.0
Hamburg,"Italian, Mediterranean, Vegetarian Friendly",1587.0,4.0,22.0
Amsterdam,"Dutch, European",1974.0,5.0,8.0
Milan,"Italian, Seafood, Mediterranean",1570.0,3.5,314.0
Bratislava,"European, Eastern European, Central European, Seafood",443.0,3.5,119.0
Milan,unknown,5898.0,3.0,2.0
Vienna,"German, Austrian, European, Soups, Central European, Vegetarian Friendly, Gluten Free Options",71.0,4.0,4937.0
Lisbon,Sushi,1868.0,4.0,45.0
Munich,"German, Bar, European, Central European, Vegetarian Friendly",58.0,4.0,1675.0
Barcelona,unknown,4194.0,5.0,
London,European,14914.0,3.0,29.0
Barcelona,"Spanish, Argentinean, South American",5730.0,4.0,
Vienna,"Mediterranean, Greek, European, Vegetarian Friendly",2569.0,3.5,38.0
London,"Italian, French",14211.0,4.5,5.0
Barcelona,"Mediterranean, Spanish, Vegetarian Friendly",4628.0,4.0,32.0
Prague,unknown,1547.0,4.0,20.0
Milan,Italian,4907.0,3.5,104.0
Berlin,unknown,5084.0,4.0,
Rome,"Mediterranean, Greek, Vegetarian Friendly, Vegan Options",2120.0,4.0,366.0
Madrid,Spanish,8761.0,1.0,
Copenhagen,"American, Fast Food",1752.0,3.0,52.0
Vienna,unknown,2238.0,4.0,22.0
Dublin,"Cafe, European, Gluten Free Options, Vegetarian Friendly",653.0,4.5,126.0
Prague,"American, European, Vegetarian Friendly",733.0,4.5,265.0
London,unknown,11138.0,3.5,9.0
Munich,"Middle Eastern, Healthy, Afghani, Vegetarian Friendly, Vegan Options",32.0,4.5,195.0
Lisbon,"Seafood, European, Grill, Portuguese",2722.0,3.5,15.0
London,"Seafood, British",14520.0,3.5,7.0
Ljubljana,"Pizza, European, Slovenian",228.0,3.5,78.0
Paris,unknown,7237.0,4.5,8.0
Berlin,unknown,3245.0,5.0,2.0
Amsterdam,"Bar, European, Central European, Vegetarian Friendly, Gluten Free Options",347.0,4.5,291.0
Paris,"French, Vegetarian Friendly, Vegan Options, Gluten Free Options",4421.0,4.0,118.0
London,unknown,12616.0,4.0,2.0
London,"Bar, British, Pub, Vegetarian Friendly",3099.0,4.5,94.0
Athens,"Mediterranean, Greek",952.0,4.0,26.0
Budapest,"Italian, Pizza, Fast Food, European, Vegetarian Friendly",274.0,4.5,80.0
London,unknown,13945.0,3.5,6.0
Edinburgh,"Bar, British, Pub, Scottish, Gastropub, Vegetarian Friendly, Gluten Free Options",544.0,4.5,445.0
Oporto,"Italian, Vegetarian Friendly",1090.0,3.5,76.0
Munich,"Mediterranean, Greek, Seafood, European",1056.0,4.0,73.0
London,unknown,15402.0,3.0,5.0
Paris,"Bar, Pub, Irish, European",4239.0,4.0,144.0
London,"Bar, British, Pub, Vegetarian Friendly",3161.0,4.0,158.0
Rome,"Italian, Seafood, Mediterranean, European, Vegetarian Friendly, Vegan Options, Gluten Free Options",152.0,4.5,332.0
London,"Italian, French, Mediterranean",14138.0,3.5,12.0
Warsaw,unknown,1968.0,3.0,
Lyon,unknown,2366.0,3.5,9.0
Berlin,unknown,4126.0,4.0,6.0
London,"Cafe, International, British, Vegetarian Friendly",6498.0,4.0,91.0
Amsterdam,"Dutch, Bar, Pub, Belgian, European, Vegetarian Friendly",362.0,4.5,296.0
Stockholm,unknown,820.0,4.0,13.0
Paris,"Asian, Vietnamese",3509.0,3.5,160.0
London,Cafe,8682.0,5.0,5.0
London,"Bar, Pizza, Pub, Vegetarian Friendly",5683.0,4.0,66.0
Milan,Italian,5011.0,3.5,27.0
Bratislava,unknown,613.0,4.0,
Madrid,unknown,2270.0,4.0,45.0
Dublin,Cafe,900.0,4.0,53.0
London,"Indian, Asian, Healthy, Street Food, Vegetarian Friendly, Vegan Options, Gluten Free Options",5540.0,3.5,385.0
Madrid,Spanish,3530.0,3.5,72.0
Edinburgh,"Fast Food, Italian, Pizza, British",1472.0,3.5,55.0
Hamburg,"American, German",478.0,4.5,43.0
Madrid,"Steakhouse, Spanish",7083.0,3.5,3.0
Madrid,unknown,4006.0,5.0,
Amsterdam,unknown,2148.0,5.0,
Amsterdam,"Dutch, Bar, European, Vegetarian Friendly",1706.0,3.5,193.0
London,"Bar, Pub",9883.0,3.5,30.0
Paris,"French, European",4339.0,4.0,52.0
Madrid,Mediterranean,4729.0,3.5,49.0
Budapest,"European, Hungarian",1708.0,4.5,3.0
Lyon,"Italian, Pizza, European",56.0,4.5,482.0
Amsterdam,"Dutch, Bar, European, Vegetarian Friendly, Gluten Free Options",162.0,4.0,544.0
London,unknown,8119.0,5.0,5.0
Prague,"Chinese, Japanese, Indian, Sushi, Asian, Thai, Indonesian, Vegetarian Friendly, Vegan Options, Gluten Free Options",382.0,4.0,196.0
Berlin,"French, American, Polish, European",4468.0,4.5,2.0
Madrid,unknown,4896.0,4.5,2.0
Paris,"French, European, Vegetarian Friendly",11278.0,3.0,67.0
Rome,Italian,3145.0,4.0,191.0
Warsaw,"Asian, Indonesian, Cafe, Thai, Healthy",387.0,5.0,10.0
London,"Fast Food, Vegetarian Friendly, Vegan Options, Gluten Free Options",9871.0,3.5,58.0
Madrid,"Mediterranean, Spanish, Vegetarian Friendly, Gluten Free Options",525.0,4.0,462.0
London,"Seafood, British, Gluten Free Options",1214.0,4.5,209.0
Madrid,"Latin, Spanish",2452.0,5.0,7.0
Prague,"European, Czech, Cafe, Eastern European",3485.0,3.0,29.0
Rome,"Bar, Pizza, European, Pub, Brew Pub",1684.0,4.0,311.0
Brussels,"Asian, Indonesian",1473.0,4.0,27.0
Prague,unknown,3706.0,3.0,
Warsaw,American,407.0,4.5,49.0
Munich,"Asian, Vietnamese, Vegetarian Friendly, Vegan Options, Gluten Free Options",65.0,4.5,319.0
Madrid,unknown,4751.0,4.5,3.0
Barcelona,"Peruvian, Latin, South American, Gluten Free Options, Vegetarian Friendly",779.0,4.0,625.0
Berlin,"Italian, Mediterranean, European, Pizza",2242.0,4.0,34.0
Prague,Cafe,3396.0,3.5,3.0
Oporto,"Mediterranean, Contemporary",1437.0,3.5,9.0
Lyon,unknown,1994.0,4.0,
Madrid,unknown,6161.0,3.5,4.0
Amsterdam,"Dutch, European",1727.0,4.0,19.0
Paris,Italian,11993.0,3.5,9.0
Berlin,"European, Croatian",4794.0,4.0,3.0
Paris,unknown,8279.0,5.0,
Lisbon,"Seafood, Mediterranean, European, Portuguese",3433.0,3.0,752.0
Budapest,"Italian, Hungarian, European",2131.0,3.0,26.0
Madrid,"Mediterranean, Spanish, Vegetarian Friendly, Vegan Options, Gluten Free Options",520.0,5.0,41.0
Dublin,"Irish, Seafood, Fast Food, British, Gluten Free Options",456.0,4.0,240.0
Krakow,"Polish, European, Fusion, Central European, Vegetarian Friendly",280.0,4.5,60.0
London,"European, Wine Bar, Gluten Free Options",5015.0,4.0,99.0
Paris,"Lebanese, Mediterranean",11887.0,3.5,13.0
Milan,unknown,3882.0,4.5,15.0
Madrid,"Mediterranean, European, Spanish, Vegetarian Friendly, Vegan Options, Gluten Free Options",588.0,4.0,778.0
Helsinki,"Cafe, Delicatessen",607.0,4.5,3.0
London,"Indian, Asian",15951.0,2.0,42.0
Lisbon,unknown,3547.0,5.0,2.0
Stockholm,unknown,755.0,4.0,19.0
Paris,unknown,12829.0,3.0,7.0
Lisbon,"Mediterranean, European, Portuguese, Spanish, Vegetarian Friendly",1195.0,4.5,28.0
Paris,"French, Bar, Pub, European",8451.0,4.0,86.0
Paris,"Italian, European, Vegetarian Friendly",4441.0,4.0,189.0
Berlin,unknown,6300.0,2.5,2.0
London,"Bar, British, Pub",3748.0,4.5,62.0
Warsaw,unknown,1730.0,4.0,2.0
Paris,"Wine Bar, French, Contemporary, Healthy, Bar, Pub",2186.0,4.0,263.0
Milan,"Italian, Seafood, Mediterranean, Vegetarian Friendly, Vegan Options",606.0,4.0,471.0
Prague,"European, Czech, Central European, Eastern European",1006.0,4.0,39.0
Munich,unknown,2434.0,3.5,3.0
Paris,"French, European",732.0,4.5,483.0
Vienna,"Mexican, Latin, Grill",3289.0,3.0,87.0
Lisbon,"European, Portuguese",2647.0,4.0,10.0
Edinburgh,"Bar, British, Pub, Scottish",1431.0,3.5,46.0
Milan,"Mediterranean, Italian",2051.0,4.0,269.0
Barcelona,"Mediterranean, European, Spanish, Vegetarian Friendly",1463.0,4.5,109.0
Barcelona,"Mediterranean, European, Spanish, Vegetarian Friendly, Vegan Options, Gluten Free Options",980.0,4.0,520.0
Barcelona,Mediterranean,5147.0,4.0,5.0
Stockholm,"European, Vegetarian Friendly, Vegan Options, Gluten Free Options",165.0,4.5,52.0
London,"French, Cafe, European, Delicatessen, Vegetarian Friendly, Vegan Options",2593.0,4.5,42.0
Paris,"Mediterranean, European, Spanish",10014.0,3.0,272.0
Prague,Chinese,2404.0,4.5,11.0
Warsaw,"Mediterranean, European, Spanish",1140.0,5.0,
Berlin,unknown,5285.0,3.5,7.0
Barcelona,"Pizza, Vegetarian Friendly, Vegan Options",312.0,4.5,194.0
Madrid,unknown,8056.0,2.5,10.0
Prague,"European, Czech",2334.0,4.5,9.0
Paris,Vegetarian Friendly,3716.0,4.0,46.0
Paris,"French, Middle Eastern",4410.0,4.5,21.0
Berlin,Italian,3120.0,4.0,25.0
Berlin,"European, Spanish, Vegetarian Friendly",5579.0,4.5,24.0
Barcelona,unknown,5365.0,4.0,5.0
Paris,unknown,9853.0,4.0,12.0
Berlin,unknown,3535.0,5.0,
Paris,Chinese,5129.0,4.0,55.0
London,unknown,13182.0,3.0,3.0
Edinburgh,"Cafe, British, Scottish",1383.0,4.0,15.0
Paris,unknown,5207.0,4.5,10.0
Ljubljana,"European, Contemporary, Diner, Wine Bar, Soups, Slovenian",168.0,5.0,8.0
Prague,"Bar, Czech, Central European, European, Pub, Eastern European, Vegetarian Friendly",521.0,4.5,74.0
Lisbon,unknown,1769.0,4.5,8.0
Vienna,"Chinese, Sushi",1457.0,4.5,15.0
Lisbon,"Indian, Portuguese, Nepali, European, Vegan Options, Vegetarian Friendly",826.0,4.5,111.0
Barcelona,Mediterranean,3436.0,5.0,5.0
Rome,"Italian, Mediterranean, Pizza",4783.0,5.0,7.0
Paris,"French, Bar, European, Vegetarian Friendly",1671.0,3.5,529.0
Munich,"Italian, Delicatessen",1171.0,4.5,25.0
Amsterdam,"European, Delicatessen, Healthy",2750.0,4.0,
Lisbon,unknown,1482.0,4.5,18.0
Ljubljana,unknown,221.0,5.0,3.0
Athens,"Mediterranean, Greek, Vegetarian Friendly, Vegan Options, Gluten Free Options",77.0,4.5,740.0
Lisbon,"Seafood, Mediterranean, Portuguese",3496.0,3.0,100.0
Barcelona,"Mediterranean, European, Spanish, Vegetarian Friendly, Vegan Options, Gluten Free Options",197.0,5.0,73.0
London,unknown,9197.0,5.0,2.0
London,unknown,10011.0,4.0,6.0
Milan,unknown,3088.0,3.5,38.0
Paris,"French, European",1925.0,4.0,206.0
Milan,unknown,5344.0,3.5,4.0
London,"Lebanese, Mediterranean, Middle Eastern, Vegan Options, Vegetarian Friendly, Gluten Free Options",3952.0,4.0,128.0
Paris,"French, Pub, Gastropub, European",4002.0,4.0,67.0
Madrid,unknown,4639.0,4.0,29.0
Krakow,unknown,1004.0,4.0,2.0
Lyon,unknown,2138.0,3.5,2.0
Krakow,"American, Fast Food, Healthy, Vegetarian Friendly, Vegan Options",149.0,5.0,43.0
Amsterdam,"Mexican, Fast Food, Vegetarian Friendly, Vegan Options",2625.0,3.5,76.0
Amsterdam,Turkish,2929.0,3.5,8.0
Budapest,"International, European, Hungarian",594.0,4.5,16.0
Lyon,Fusion,667.0,4.0,71.0
Ljubljana,unknown,370.0,4.0,
Madrid,Pizza,8301.0,2.5,99.0
Paris,unknown,6510.0,4.5,10.0
Berlin,"Mediterranean, Middle Eastern, Israeli",1872.0,4.5,14.0
Geneva,unknown,996.0,4.0,6.0
London,"European, Wine Bar, Vegetarian Friendly, Gluten Free Options",1195.0,4.0,196.0
Rome,"Italian, Bar",4557.0,4.5,31.0
London,"Bar, British, Pub",5011.0,3.5,136.0
Madrid,"International, Spanish, Fusion",5763.0,4.0,
Milan,"Italian, Seafood, International, European, Vegetarian Friendly, Gluten Free Options",2056.0,4.5,35.0
Rome,"Italian, Mediterranean, European, Vegetarian Friendly",4568.0,3.5,255.0
Stockholm,unknown,1816.0,3.5,8.0
Copenhagen,"American, Steakhouse, European",83.0,4.0,957.0
Oslo,unknown,282.0,4.5,12.0
London,"Cafe, Mediterranean, Turkish",7929.0,5.0,6.0
Berlin,unknown,5983.0,3.0,
Rome,Italian,5437.0,4.0,15.0
London,"Italian, Cafe, Mediterranean, European",7928.0,4.5,14.0
Paris,"Italian, Pizza",8179.0,5.0,2.0
Paris,French,12159.0,3.5,66.0
Berlin,unknown,4449.0,4.0,7.0
Paris,"French, Vegetarian Friendly, Gluten Free Options",7549.0,3.5,34.0
Warsaw,"Pizza, Italian, Mediterranean, Wine Bar",295.0,4.5,56.0
Prague,"European, Czech, Central European, Vegetarian Friendly, Vegan Options, Gluten Free Options",44.0,4.5,3040.0
Brussels,"European, Belgian, Vegetarian Friendly, Vegan Options, Gluten Free Options",459.0,4.5,116.0
Barcelona,unknown,6904.0,3.0,
Rome,"Italian, Pizza, Fast Food, Mediterranean, European, Vegetarian Friendly, Vegan Options",2221.0,4.0,101.0
Paris,Vietnamese,11133.0,3.5,53.0
Rome,"Bar, European, Pub, Vegetarian Friendly",1079.0,4.5,148.0
Paris,"Chinese, Japanese",6509.0,3.5,61.0
Warsaw,unknown,1309.0,4.0,13.0
Dublin,"Irish, Bar, Pub, Gastropub",943.0,4.5,53.0
Rome,"Bar, Mediterranean, Pub, Wine Bar, Italian, Vegetarian Friendly",1206.0,4.5,67.0
Prague,Cafe,2830.0,4.5,6.0
Madrid,unknown,3390.0,4.0,29.0
Madrid,"Steakhouse, Spanish",4576.0,3.5,97.0
London,unknown,12934.0,3.0,2.0
Rome,"Italian, Mediterranean, Vegetarian Friendly",4555.0,4.0,131.0
Rome,"American, Cafe, Vegetarian Friendly, Vegan Options",1128.0,4.5,131.0
Lisbon,unknown,2633.0,4.0,2.0
Madrid,unknown,6351.0,3.5,14.0
Barcelona,"Spanish, Argentinean, Vegetarian Friendly",1303.0,4.5,66.0
Edinburgh,"British, Scottish, European, Gluten Free Options",551.0,4.5,174.0
Madrid,Spanish,3055.0,3.5,189.0
Paris,"Vegetarian Friendly, Vegan Options",1601.0,4.5,94.0
Amsterdam,Thai,2431.0,4.5,6.0
Hamburg,unknown,1968.0,4.0,5.0
Amsterdam,European,2116.0,4.0,61.0
Milan,"Italian, Pizza, Mediterranean, European",1107.0,4.0,266.0
London,"Mediterranean, Turkish, Delicatessen, Seafood, Barbecue, Middle Eastern, Vegetarian Friendly, Vegan Options",4292.0,4.5,26.0
Lyon,French,1527.0,4.0,14.0
Hamburg,unknown,1441.0,4.5,2.0
Hamburg,unknown,1474.0,4.0,12.0
Copenhagen,"Latin, Mediterranean, Spanish, European, Vegetarian Friendly",1227.0,4.0,48.0
Paris,unknown,6946.0,4.5,16.0
Hamburg,"Sushi, Asian, Thai",1158.0,4.0,44.0
Munich,Vegetarian Friendly,868.0,4.5,16.0
Barcelona,unknown,3712.0,4.5,7.0
Stockholm,Thai,2139.0,3.5,14.0
Rome,Pub,4882.0,3.5,45.0
Prague,unknown,2433.0,4.5,3.0
Paris,"French, European",1943.0,4.0,156.0
Dublin,"Italian, Pizza, European, Vegetarian Friendly",423.0,4.5,70.0
Rome,"Italian, Mediterranean, Pizza, European, Vegetarian Friendly, Vegan Options",573.0,4.5,166.0
Prague,unknown,3927.0,3.0,9.0
Brussels,Italian,2766.0,3.5,69.0
Brussels,"Japanese, Sushi, Asian",1075.0,4.5,32.0
Rome,"Bar, Italian, International, Vegetarian Friendly",2894.0,4.0,102.0
Barcelona,unknown,3685.0,4.5,7.0
Paris,unknown,8460.0,4.5,5.0
Milan,"Pub, Brew Pub",1998.0,4.0,81.0
Berlin,Vietnamese,4514.0,4.0,7.0
Amsterdam,unknown,1656.0,4.5,11.0
Milan,unknown,5601.0,3.5,3.0
Krakow,"International, Fusion, Central European, Vegetarian Friendly, Vegan Options",86.0,4.5,150.0
London,"Indian, Asian",15528.0,2.0,138.0
Paris,"Italian, European",8525.0,3.5,118.0
Madrid,Chinese,3774.0,4.0,33.0
Paris,unknown,13222.0,2.5,2.0
London,unknown,14703.0,3.0,
Stockholm,unknown,1144.0,5.0,
Paris,"French, European",5835.0,3.5,162.0
Madrid,"Indian, Asian, Balti, Vegetarian Friendly, Vegan Options, Halal, Gluten Free Options",272.0,4.5,349.0
Oporto,"European, Portuguese",689.0,4.5,44.0
London,Indian,8118.0,5.0,8.0
Milan,Italian,6094.0,5.0,
Madrid,Vegetarian Friendly,1284.0,4.0,72.0
Amsterdam,unknown,2145.0,5.0,2.0
Budapest,"Asian, Chinese, Thai",2304.0,4.5,33.0
Paris,"French, Bar, European",4480.0,4.0,156.0
Madrid,Spanish,2475.0,3.5,126.0
Rome,Seafood,3603.0,4.0,72.0
Rome,"Italian, Pizza",1558.0,4.0,140.0
Hamburg,"Italian, Mediterranean, Seafood, Vegetarian Friendly",456.0,4.0,50.0
Brussels,"Belgian, European, Bar",1236.0,4.0,61.0
Geneva,Mediterranean,1319.0,3.0,2.0
Vienna,International,1046.0,4.0,31.0
London,Cafe,11795.0,4.0,20.0
Milan,unknown,3728.0,5.0,4.0
Amsterdam,"Chinese, Asian",2448.0,3.5,17.0
Madrid,"Vegetarian Friendly, Gluten Free Options",4558.0,3.5,76.0
Rome,Seafood,1191.0,4.0,442.0
Stockholm,"European, Swedish, Scandinavian, Vegetarian Friendly",975.0,4.0,53.0
Berlin,"Italian, Pizza",3930.0,4.5,19.0
London,"Indian, Asian, Halal",12886.0,3.5,22.0
Athens,"Delicatessen, Wine Bar, Mediterranean, Greek",372.0,4.5,20.0
Hamburg,Spanish,2447.0,3.0,5.0
Madrid,Spanish,2205.0,4.5,29.0
Paris,"French, Vegetarian Friendly, Vegan Options, Gluten Free Options",23.0,4.5,268.0
Madrid,unknown,5791.0,4.0,2.0
Vienna,"Austrian, European, Central European, Vegetarian Friendly",420.0,4.0,235.0
Bratislava,"European, Wine Bar, Bar",131.0,4.5,38.0
London,unknown,13288.0,4.0,2.0
Prague,"Japanese, Sushi",3621.0,3.0,4.0
Prague,"Lebanese, Mediterranean, European, Halal",3142.0,4.0,8.0
Brussels,unknown,2193.0,4.0,
London,"Pizza, Fast Food, Grill",15738.0,2.5,3.0
Lisbon,"European, Grill, Portuguese",3104.0,4.0,6.0
Brussels,"Italian, Pizza, European, Mediterranean",2469.0,3.0,34.0
Munich,Vegetarian Friendly,2624.0,3.0,50.0
Bratislava,unknown,728.0,3.0,3.0
London,Fast Food,13652.0,3.5,11.0
Oporto,"European, Portuguese",904.0,4.0,9.0
London,Indian,9499.0,5.0,
Berlin,"Latin, Argentinean, South American, Mexican, Central American, Vegetarian Friendly",619.0,4.5,70.0
Budapest,"Central European, Hungarian, Contemporary, European",762.0,4.5,25.0
Barcelona,"Lebanese, Mediterranean",5581.0,4.5,7.0
Madrid,"Bar, Pub",8743.0,1.0,2.0
Madrid,"Bar, European, Spanish, Vegetarian Friendly",1933.0,4.0,88.0
Madrid,Spanish,8338.0,2.0,19.0
Madrid,"Seafood, Spanish",2601.0,4.0,121.0
Prague,Cafe,3115.0,4.0,
London,British,9678.0,4.0,29.0
Berlin,Thai,4604.0,3.5,15.0
Barcelona,"Italian, Pizza, Mediterranean, European, Vegetarian Friendly",1896.0,4.5,131.0
Stockholm,unknown,2300.0,3.5,6.0
Hamburg,unknown,380.0,4.0,51.0
London,Cafe,7751.0,4.5,11.0
Vienna,International,2699.0,4.0,
Madrid,"International, Spanish, Delicatessen",5317.0,4.0,2.0
Paris,French,7112.0,4.5,4.0
Madrid,"Japanese, Sushi, Asian, Fusion",430.0,4.5,342.0
London,unknown,9642.0,3.5,15.0
Brussels,unknown,2255.0,4.0,
Prague,"Fast Food, Asian",3443.0,3.5,4.0
Prague,"Japanese, Sushi, Asian",2391.0,4.0,28.0
Prague,"Asian, Vietnamese, Vegetarian Friendly, Vegan Options",326.0,4.5,113.0
Hamburg,Fusion,1192.0,4.5,14.0
London,unknown,9529.0,5.0,2.0
Krakow,"Polish, European, Eastern European, Vegetarian Friendly",242.0,4.0,335.0
Vienna,"Lebanese, Mediterranean, Middle Eastern",2220.0,4.5,5.0
Lisbon,"Cafe, International, European, Delicatessen, Healthy",3074.0,3.5,16.0
Berlin,unknown,2677.0,4.0,23.0
London,"Cafe, Vegetarian Friendly",6689.0,4.0,39.0
Prague,unknown,2826.0,4.0,4.0
Brussels,"Pizza, Fast Food, Turkish, Diner, Middle Eastern",1577.0,5.0,
Copenhagen,unknown,1648.0,3.5,8.0
Milan,Mediterranean,4549.0,4.0,
Geneva,"European, Portuguese, Mediterranean",572.0,4.0,41.0
Paris,Vietnamese,4166.0,4.5,27.0
London,"Indian, Asian, Pakistani, Middle Eastern, Halal, Vegetarian Friendly",14935.0,3.0,25.0
Oporto,"Steakhouse, Brazilian, Latin, Barbecue, Portuguese",488.0,4.0,109.0
Edinburgh,"Chinese, Asian, Fast Food",1739.0,2.5,15.0
Prague,"Italian, Pizza, European, Mediterranean, Central European",933.0,4.0,58.0
Brussels,unknown,1258.0,4.0,23.0
Geneva,"Brazilian, South American",1047.0,4.0,15.0
Madrid,"Cafe, Pub, Gastropub",5392.0,4.0,7.0
Zurich,"Sushi, Asian",1465.0,3.0,24.0
Paris,French,10399.0,4.5,3.0
Barcelona,"American, Steakhouse, Fast Food, Vegetarian Friendly",876.0,4.0,498.0
Madrid,"Mexican, Spanish",5924.0,4.0,2.0
Madrid,European,4535.0,3.5,22.0
Helsinki,Pizza,229.0,4.5,20.0
Helsinki,unknown,517.0,4.0,5.0
Paris,Spanish,4770.0,4.0,92.0
London,unknown,11035.0,4.5,3.0
Barcelona,unknown,4493.0,4.5,4.0
Bratislava,"Pizza, European, Contemporary, Central European",152.0,4.5,17.0
