Index,Nationality,Age,AverageLeadTime,LodgingRevenue,OtherRevenue,BookingsCanceled,DistributionChannel,var,value
11617,DEU,30,121,252.72,38.4,0,Travel Agent/Operator,BookingsCheckedIn,1
11618,ESP,54,81,459.9,106,0,Direct,BookingsCheckedIn,1
11619,ESP,31,156,349.8,101,0,Travel Agent/Operator,BookingsCheckedIn,1
11620,FRA,53,3,198,14,0,Direct,BookingsCheckedIn,1
11621,USA,37,131,225.1,48.5,0,Travel Agent/Operator,BookingsCheckedIn,1
11622,BRA,53,30,137.1,28.5,0,Travel Agent/Operator,BookingsCheckedIn,1
11623,ESP,44,134,747.25,147,0,Travel Agent/Operator,BookingsCheckedIn,1
11624,NLD,48,138,313.8,72,0,Direct,BookingsCheckedIn,1
11625,PRT,83,134,186.6,28,0,Travel Agent/Operator,BookingsCheckedIn,1
11626,FRA,23,128,283.5,15.5,0,Travel Agent/Operator,BookingsCheckedIn,1
11627,GBR,49,206,150.3,20,0,Travel Agent/Operator,BookingsCheckedIn,1
11628,DEU,52,180,598.5,158,0,Travel Agent/Operator,BookingsCheckedIn,1
11629,ESP,21,84,714.6,340.5,0,Travel Agent/Operator,BookingsCheckedIn,1
11630,FRA,62,4,168.5,19.5,0,Travel Agent/Operator,BookingsCheckedIn,1
11631,GBR,15,146,63.75,19.5,0,Travel Agent/Operator,BookingsCheckedIn,1
11632,PRT,24,131,318.75,160.6,0,Travel Agent/Operator,BookingsCheckedIn,1
11633,ESP,55,84,211.8,46,0,Travel Agent/Operator,BookingsCheckedIn,1
11634,PRT,43,15,91,36,0,Direct,BookingsCheckedIn,1
11635,FRA,52,178,560.25,153.5,0,Travel Agent/Operator,BookingsCheckedIn,1
11636,FRA,37,31,329.34,28,0,Travel Agent/Operator,BookingsCheckedIn,1
11637,FRA,28,1,417,37,0,Travel Agent/Operator,BookingsCheckedIn,1
11638,FRA,33,5,330.72,51.5,0,Travel Agent/Operator,BookingsCheckedIn,1
11639,GBR,54,175,349.8,72,0,Travel Agent/Operator,BookingsCheckedIn,1
11640,NLD,52,188,279.9,67.5,0,Travel Agent/Operator,BookingsCheckedIn,1
11641,NLD,59,188,279.9,69.5,0,Travel Agent/Operator,BookingsCheckedIn,1
11642,BEL,13,94,523.5,90,0,Direct,BookingsCheckedIn,1
11643,GBR,49,206,282.5,103.5,0,Direct,BookingsCheckedIn,1
11644,BEL,42,96,168.5,27,0,Direct,BookingsCheckedIn,1
11645,GBR,48,147,70.45,13.65,0,Travel Agent/Operator,BookingsCheckedIn,1
11646,FRA,63,144,239.4,182,0,Travel Agent/Operator,BookingsCheckedIn,1
11647,BRA,48,134,639,159,0,Travel Agent/Operator,BookingsCheckedIn,1
11648,ESP,41,103,598.5,507.5,0,Travel Agent/Operator,BookingsCheckedIn,1
11649,FRA,43,22,235.2,536.3,0,Travel Agent/Operator,BookingsCheckedIn,1
11650,FRA,60,128,283.5,81,0,Travel Agent/Operator,BookingsCheckedIn,1
11651,PRT,34,196,645.75,231,0,Direct,BookingsCheckedIn,1
11652,DEU,31,2,388,56,0,Travel Agent/Operator,BookingsCheckedIn,1
11653,FRA,53,178,349.8,56,0,Travel Agent/Operator,BookingsCheckedIn,1
11654,IRL,28,114,292.5,168,0,Travel Agent/Operator,BookingsCheckedIn,1
11655,GBR,5,23,208.95,120.5,0,Direct,BookingsCheckedIn,1
11656,USA,53,7,213,29,0,Travel Agent/Operator,BookingsCheckedIn,1
11657,DEU,66,184,359.1,135.5,0,Travel Agent/Operator,BookingsCheckedIn,1
11658,GBR,19,53,412.2,42,0,Travel Agent/Operator,BookingsCheckedIn,1
11659,GBR,55,53,156.3,14,0,Travel Agent/Operator,BookingsCheckedIn,1
11660,USA,37,236,385,206.2,0,Corporate,BookingsCheckedIn,1
11661,NLD,29,164,357,8,0,Travel Agent/Operator,BookingsCheckedIn,1
11662,POL,44,145,744.9,72,0,Travel Agent/Operator,BookingsCheckedIn,1
11663,FRA,42,13,139,56,0,Travel Agent/Operator,BookingsCheckedIn,1
11664,GBR,34,115,260.72,56,0,Travel Agent/Operator,BookingsCheckedIn,1
11665,NLD,58,109,128.7,21,0,Travel Agent/Operator,BookingsCheckedIn,1
11666,GBR,30,115,782.16,152,0,Travel Agent/Operator,BookingsCheckedIn,1
11667,FRA,24,128,368.1,96.5,0,Travel Agent/Operator,BookingsCheckedIn,1
11668,ISR,51,167,213,36,0,Travel Agent/Operator,BookingsCheckedIn,1
11669,ISR,47,167,186.6,48,0,Travel Agent/Operator,BookingsCheckedIn,1
11670,NLD,28,112,850,126,0,Direct,BookingsCheckedIn,1
11671,ESP,60,141,680.8,126,0,Travel Agent/Operator,BookingsCheckedIn,1
11672,BEL,52,180,309,134.5,0,Direct,BookingsCheckedIn,1
11673,BEL,55,180,309,56,0,Direct,BookingsCheckedIn,1
11674,GBR,46,66,189.9,48.5,0,Travel Agent/Operator,BookingsCheckedIn,1
11675,MAR,59,3,834,84,0,Travel Agent/Operator,BookingsCheckedIn,1
11676,GBR,54,131,152.45,28,0,Travel Agent/Operator,BookingsCheckedIn,1
11677,DEU,54,152,368.1,63,0,Travel Agent/Operator,BookingsCheckedIn,1
11678,PRT,41,10,342,79,0,Travel Agent/Operator,BookingsCheckedIn,1
11679,ESP,54,4,139,2,0,Travel Agent/Operator,BookingsCheckedIn,1
11680,POL,45,30,189.9,32.5,0,Travel Agent/Operator,BookingsCheckedIn,1
11681,ESP,43,92,570.6,138,0,Direct,BookingsCheckedIn,1
11682,FRA,52,138,195.6,73,0,Travel Agent/Operator,BookingsCheckedIn,1
11683,ESP,42,45,548.4,104,0,Travel Agent/Operator,BookingsCheckedIn,1
11684,DEU,28,174,93.3,14,0,Travel Agent/Operator,BookingsCheckedIn,1
11685,CAN,17,84,2805.3,458.59,0,Travel Agent/Operator,BookingsCheckedIn,1
11686,FRA,32,2,158,23,0,Travel Agent/Operator,BookingsCheckedIn,1
11687,FRA,51,140,718.4,171,0,Travel Agent/Operator,BookingsCheckedIn,1
11688,FRA,20,140,801.35,156.5,0,Travel Agent/Operator,BookingsCheckedIn,1
11689,FRA,48,110,727.2,180,0,Travel Agent/Operator,BookingsCheckedIn,1
11690,FRA,51,110,649.8,84,0,Travel Agent/Operator,BookingsCheckedIn,1
11691,RUS,24,203,232.56,8,0,Travel Agent/Operator,BookingsCheckedIn,1
11692,FRA,28,152,102.3,14,0,Travel Agent/Operator,BookingsCheckedIn,1
11693,ESP,41,30,247.8,55.5,0,Travel Agent/Operator,BookingsCheckedIn,1
11694,FRA,64,125,765.6,156.5,0,Travel Agent/Operator,BookingsCheckedIn,1
11695,ROU,14,115,1305,214.5,0,Travel Agent/Operator,BookingsCheckedIn,1
11696,FRA,31,125,2567.7,441,0,Travel Agent/Operator,BookingsCheckedIn,1
11697,ROU,45,115,435,77.99,0,Travel Agent/Operator,BookingsCheckedIn,1
11698,FRA,30,159,448.2,99,0,Travel Agent/Operator,BookingsCheckedIn,1
11699,DEU,54,30,747.92,100.5,0,Travel Agent/Operator,BookingsCheckedIn,1
11700,GBR,61,6,308,117.5,0,Travel Agent/Operator,BookingsCheckedIn,1
11701,ESP,34,109,369.75,247.5,0,Travel Agent/Operator,BookingsCheckedIn,1
11702,ESP,31,2,159,14,0,Travel Agent/Operator,BookingsCheckedIn,1
11703,FRA,41,129,102.3,14,0,Travel Agent/Operator,BookingsCheckedIn,1
11704,DEU,55,158,316.5,108,0,Direct,BookingsCheckedIn,1
11705,NLD,49,20,213,42,0,Travel Agent/Operator,BookingsCheckedIn,1
11706,GBR,17,131,152.45,12,0,Travel Agent/Operator,BookingsCheckedIn,1
11707,GBR,44,164,595.8,38.5,0,Travel Agent/Operator,BookingsCheckedIn,1
11708,DEU,51,9,175.98,67.6,0,Travel Agent/Operator,BookingsCheckedIn,1
11709,DEU,47,63,137.1,80,0,Travel Agent/Operator,BookingsCheckedIn,1
11710,GBR,20,131,145.53,6,0,Travel Agent/Operator,BookingsCheckedIn,1
11711,GBR,48,164,559.8,84,0,Travel Agent/Operator,BookingsCheckedIn,1
11712,CAN,59,84,844.8,170.53,0,Travel Agent/Operator,BookingsCheckedIn,1
11713,FRA,18,110,1949.4,414,0,Travel Agent/Operator,BookingsCheckedIn,1
11714,UKR,27,137,473.35,89,0,Travel Agent/Operator,BookingsCheckedIn,1
11715,PRT,52,107,297.9,60.5,0,Travel Agent/Operator,BookingsCheckedIn,1
11716,DEU,49,107,893.7,133.5,0,Travel Agent/Operator,BookingsCheckedIn,1
11717,POL,25,136,595.5,165,0,Direct,BookingsCheckedIn,1
11718,IRL,56,97,396.9,63,0,Travel Agent/Operator,BookingsCheckedIn,1
11719,PRT,59,161,1170.65,653.3,0,Direct,BookingsCheckedIn,1
11720,ESP,65,161,552.3,214,0,Direct,BookingsCheckedIn,1
11721,GBR,50,97,238.2,68,0,Travel Agent/Operator,BookingsCheckedIn,1
11722,FRA,54,181,437.25,205,0,Travel Agent/Operator,BookingsCheckedIn,1
11723,GBR,58,207,256.5,18.99,0,Travel Agent/Operator,BookingsCheckedIn,1
11724,FRA,61,2,396,238.5,0,Travel Agent/Operator,BookingsCheckedIn,1
11725,NLD,59,1,98,2,0,Travel Agent/Operator,BookingsCheckedIn,1
11726,CAN,55,123,673.2,123,0,Travel Agent/Operator,BookingsCheckedIn,1
11727,ITA,73,116,496.8,159,0,Travel Agent/Operator,BookingsCheckedIn,1
11728,FRA,57,268,505.5,138,0,Travel Agent/Operator,BookingsCheckedIn,1
11729,PRT,47,109,395.1,229,0,Travel Agent/Operator,BookingsCheckedIn,1
11730,HRV,49,144,1383.05,336.5,0,Direct,BookingsCheckedIn,1
11731,MAR,41,268,168.5,26,0,Travel Agent/Operator,BookingsCheckedIn,1
11732,CAN,35,1,98,2,0,Travel Agent/Operator,BookingsCheckedIn,1
11733,BEL,54,177,560.25,105,0,Travel Agent/Operator,BookingsCheckedIn,1
11734,PRT,39,196,1338.75,304,0,Travel Agent/Operator,BookingsCheckedIn,1
11735,MAR,39,105,428.4,13.5,0,Travel Agent/Operator,BookingsCheckedIn,1
11736,MAR,36,105,214.2,7,0,Travel Agent/Operator,BookingsCheckedIn,1
11737,NLD,36,95,317.7,182.5,0,Travel Agent/Operator,BookingsCheckedIn,1
11738,JPN,47,56,385.8,129,0,Travel Agent/Operator,BookingsCheckedIn,1
11739,PRT,48,144,403.25,71.5,0,Direct,BookingsCheckedIn,1
11740,RUS,39,1,98.1,31.5,0,Travel Agent/Operator,BookingsCheckedIn,1
11741,NLD,30,1,98,27.5,0,Travel Agent/Operator,BookingsCheckedIn,1
11742,ESP,40,102,127.5,7.5,0,Travel Agent/Operator,BookingsCheckedIn,1
11743,FRA,27,67,495.6,56,0,Travel Agent/Operator,BookingsCheckedIn,1
11744,FRA,53,159,1167,252,0,Direct,BookingsCheckedIn,1
11745,FRA,55,159,326,152,0,Direct,BookingsCheckedIn,1
11746,NLD,30,194,412.5,93.5,0,Direct,BookingsCheckedIn,1
11747,FRA,49,183,280,70,0,Travel Agent/Operator,BookingsCheckedIn,1
11748,ROU,43,209,252.9,69,0,Travel Agent/Operator,BookingsCheckedIn,1
11749,DEU,25,122,446.25,76.75,0,Travel Agent/Operator,BookingsCheckedIn,1
11750,GRC,51,141,416,119,0,Travel Agent/Operator,BookingsCheckedIn,1
11751,FRA,51,64,226.2,86,0,Travel Agent/Operator,BookingsCheckedIn,1
11752,FRA,38,105,1075,43.5,0,Travel Agent/Operator,BookingsCheckedIn,1
11753,GBR,41,57,225,36,0,Travel Agent/Operator,BookingsCheckedIn,1
11754,FRA,49,64,226.2,86,0,Travel Agent/Operator,BookingsCheckedIn,1
11755,GBR,49,151,301.5,132,0,Travel Agent/Operator,BookingsCheckedIn,1
11756,ITA,41,137,1127,436,0,Travel Agent/Operator,BookingsCheckedIn,1
11757,FRA,40,3,109,14,0,Travel Agent/Operator,BookingsCheckedIn,1
11758,GBR,36,151,191.25,44.8,0,Travel Agent/Operator,BookingsCheckedIn,1
11759,GBR,40,151,191.25,31.5,0,Travel Agent/Operator,BookingsCheckedIn,1
11760,FRA,12,64,284.2,122,0,Travel Agent/Operator,BookingsCheckedIn,1
11761,JPN,79,56,750.6,198,0,Travel Agent/Operator,BookingsCheckedIn,1
11762,PRT,29,2,126.5,70,0,Direct,BookingsCheckedIn,1
11763,FRA,36,35,292,59,0,Direct,BookingsCheckedIn,1
11764,NOR,26,196,403.75,55,0,Travel Agent/Operator,BookingsCheckedIn,1
11765,IRL,29,30,375.3,6,0,Travel Agent/Operator,BookingsCheckedIn,1
11768,IRL,31,2,119,43,0,Travel Agent/Operator,BookingsCheckedIn,1
11769,GBR,40,152,277.95,63,0,Travel Agent/Operator,BookingsCheckedIn,1
11770,SWE,27,59,277.92,80.98,0,Travel Agent/Operator,BookingsCheckedIn,1
11771,FRA,51,183,840,210,0,Travel Agent/Operator,BookingsCheckedIn,1
11772,ITA,27,196,612.15,98,0,Travel Agent/Operator,BookingsCheckedIn,1
11773,CHE,43,124,377.1,66,0,Travel Agent/Operator,BookingsCheckedIn,1
11774,MEX,83,124,1131.3,496.5,0,Travel Agent/Operator,BookingsCheckedIn,1
11775,NOR,28,196,403.75,42.49,0,Travel Agent/Operator,BookingsCheckedIn,1
11776,FRA,35,0,98,2,0,Travel Agent/Operator,BookingsCheckedIn,1
11777,ESP,72,0,109,14,0,Direct,BookingsCheckedIn,1
11778,FRA,25,2,98,114,0,Travel Agent/Operator,BookingsCheckedIn,1
11779,DEU,48,58,379.8,106,0,Travel Agent/Operator,BookingsCheckedIn,1
11780,GBR,33,1,288,46.3,0,Direct,BookingsCheckedIn,1
11781,GBR,41,30,178.3,71.2,0,Direct,BookingsCheckedIn,1
11782,GBR,79,31,178.3,110.8,0,Direct,BookingsCheckedIn,1
11783,ESP,61,161,1620.9,759.6,0,Direct,BookingsCheckedIn,1
11784,PRT,46,196,446.25,607,0,Travel Agent/Operator,BookingsCheckedIn,1
11785,LUX,75,196,1338.75,237.25,0,Travel Agent/Operator,BookingsCheckedIn,1
11786,GBR,51,188,698.25,173,0,Travel Agent/Operator,BookingsCheckedIn,1
11787,DEU,60,123,570.52,151.9,0,Travel Agent/Operator,BookingsCheckedIn,1
11788,ESP,60,161,450.25,308,0,Direct,BookingsCheckedIn,1
11789,FRA,31,0,128,20,0,Direct,BookingsCheckedIn,1
11790,DEU,48,151,191.25,31.5,0,Travel Agent/Operator,BookingsCheckedIn,1
11791,PRT,47,109,1167.3,420,0,Travel Agent/Operator,BookingsCheckedIn,1
11792,CHE,54,195,239.4,57,0,Travel Agent/Operator,BookingsCheckedIn,1
11793,PRT,38,1,98,17,0,Travel Agent/Operator,BookingsCheckedIn,1
11794,PRT,14,88,171.9,76,0,Travel Agent/Operator,BookingsCheckedIn,1
11795,ESP,25,5,753.2,216.6,0,Travel Agent/Operator,BookingsCheckedIn,1
11798,FRA,61,43,247.8,64,0,Travel Agent/Operator,BookingsCheckedIn,1
11799,GBR,38,207,63.75,44.5,0,Travel Agent/Operator,BookingsCheckedIn,1
11800,FRA,49,179,932.4,206.5,0,Travel Agent/Operator,BookingsCheckedIn,1
11801,DEU,47,3,616,56,0,Travel Agent/Operator,BookingsCheckedIn,1
11802,PRT,51,0,92,2,0,Travel Agent/Operator,BookingsCheckedIn,1
11803,GBR,53,166,437.25,118.9,0,Travel Agent/Operator,BookingsCheckedIn,1
11804,USA,48,11,173.35,22,0,Travel Agent/Operator,BookingsCheckedIn,1
11805,ROU,29,177,255,44.5,0,Travel Agent/Operator,BookingsCheckedIn,1
11806,FRA,62,5,519,163.5,0,Travel Agent/Operator,BookingsCheckedIn,1
11807,ROU,32,177,255,51,0,Travel Agent/Operator,BookingsCheckedIn,1
11808,FRA,35,123,857.15,408,0,Travel Agent/Operator,BookingsCheckedIn,1
11809,FRA,46,51,375.3,82.5,0,Travel Agent/Operator,BookingsCheckedIn,1
11810,ITA,59,22,278,7,0,Travel Agent/Operator,BookingsCheckedIn,1
11811,PRT,44,26,59,9,0,Corporate,BookingsCheckedIn,1
11812,FRA,39,40,464.4,72,0,Travel Agent/Operator,BookingsCheckedIn,1
11813,GBR,52,176,359.1,78,0,Travel Agent/Operator,BookingsCheckedIn,1
11815,CAN,46,126,279.51,111.5,0,Travel Agent/Operator,BookingsCheckedIn,1
11816,ITA,34,111,339.9,157.6,0,Travel Agent/Operator,BookingsCheckedIn,1
11817,FRA,54,82,423.6,65,0,Travel Agent/Operator,BookingsCheckedIn,1
11818,ITA,57,91,363.6,107,0,Travel Agent/Operator,BookingsCheckedIn,1
11819,CUB,67,31,137,14,0,Direct,BookingsCheckedIn,1
11820,CZE,21,84,529.2,146,0,Travel Agent/Operator,BookingsCheckedIn,1
11821,DEU,49,160,127.5,29,0,Travel Agent/Operator,BookingsCheckedIn,1
11822,DEU,18,160,127.5,23,0,Travel Agent/Operator,BookingsCheckedIn,1
11823,DNK,29,129,342.52,70,0,Travel Agent/Operator,BookingsCheckedIn,1
11824,ESP,56,26,278,13,0,Travel Agent/Operator,BookingsCheckedIn,1
11825,ESP,33,13,479.4,152.6,0,Direct,BookingsCheckedIn,1
11826,DEU,28,198,382.5,63,0,Travel Agent/Operator,BookingsCheckedIn,1
11827,PRT,48,0,170,73.8,0,Corporate,BookingsCheckedIn,1
11828,PRT,33,2,224.51,78.4,0,Travel Agent/Operator,BookingsCheckedIn,1
11829,FRA,15,149,624,898.5,0,Travel Agent/Operator,BookingsCheckedIn,1
11830,BEL,52,43,601.2,162.5,0,Travel Agent/Operator,BookingsCheckedIn,1
11831,FRA,45,149,624,108,0,Travel Agent/Operator,BookingsCheckedIn,1
11832,DEU,46,109,309.63,80.5,0,Travel Agent/Operator,BookingsCheckedIn,1
11833,ESP,44,8,468,96,0,Travel Agent/Operator,BookingsCheckedIn,1
11834,ESP,12,8,156,26,0,Travel Agent/Operator,BookingsCheckedIn,1
11835,FRA,49,177,612.15,174.5,0,Travel Agent/Operator,BookingsCheckedIn,1
11836,ESP,62,166,850.5,33,0,Travel Agent/Operator,BookingsCheckedIn,1
11837,FRA,44,54,495.6,56,0,Travel Agent/Operator,BookingsCheckedIn,1
11838,HRV,35,52,867.3,250.48,0,Travel Agent/Operator,BookingsCheckedIn,1
11839,SWE,60,115,493.5,139.5,0,Travel Agent/Operator,BookingsCheckedIn,1
11840,FRA,27,29,139,25,0,Travel Agent/Operator,BookingsCheckedIn,1
11841,FRA,26,29,139,22,0,Travel Agent/Operator,BookingsCheckedIn,1
11842,FRA,32,73,358.2,84.5,0,Travel Agent/Operator,BookingsCheckedIn,1
11845,NLD,30,45,247.8,34,0,Travel Agent/Operator,BookingsCheckedIn,1
11846,UKR,37,0,232,46.2,0,Travel Agent/Operator,BookingsCheckedIn,1
11847,FRA,53,207,300.6,72,0,Travel Agent/Operator,BookingsCheckedIn,1
11848,DEU,49,3,556,248,0,Travel Agent/Operator,BookingsCheckedIn,1
11849,IRL,40,167,318.75,93.5,0,Travel Agent/Operator,BookingsCheckedIn,1
11850,PRT,56,26,59,7,0,Corporate,BookingsCheckedIn,1
11851,FRA,66,40,464.4,233.5,0,Travel Agent/Operator,BookingsCheckedIn,1
11852,ITA,54,91,402.3,146,0,Travel Agent/Operator,BookingsCheckedIn,1
11853,GBR,53,12,319.26,21,0,Travel Agent/Operator,BookingsCheckedIn,1
11854,IRL,51,103,1245.86,187,0,Travel Agent/Operator,BookingsCheckedIn,1
11855,NLD,26,144,322.38,79,0,Travel Agent/Operator,BookingsCheckedIn,1
11856,PRT,36,0,93.81,2,0,Travel Agent/Operator,BookingsCheckedIn,1
11857,ESP,44,166,283.5,6,0,Travel Agent/Operator,BookingsCheckedIn,1
11859,FRA,57,184,784.35,147,0,Travel Agent/Operator,BookingsCheckedIn,1
11860,DEU,60,182,359.1,77.5,0,Travel Agent/Operator,BookingsCheckedIn,1
11861,PRT,33,210,673.2,481.5,0,Travel Agent/Operator,BookingsCheckedIn,1
11862,PRT,49,248,510,88,0,Travel Agent/Operator,BookingsCheckedIn,1
11863,FRA,55,174,283.5,33,0,Travel Agent/Operator,BookingsCheckedIn,1
11864,NOR,49,171,399,79.5,0,Travel Agent/Operator,BookingsCheckedIn,1
11866,FRA,36,185,798,140,0,Travel Agent/Operator,BookingsCheckedIn,1
11867,FRA,23,0,158,2,0,Travel Agent/Operator,BookingsCheckedIn,1
11868,ESP,15,35,137.1,18,0,Travel Agent/Operator,BookingsCheckedIn,1
11869,GBR,58,123,548.5,84,0,Direct,BookingsCheckedIn,1
11870,FRA,55,265,421.75,224,0,Travel Agent/Operator,BookingsCheckedIn,1
11871,PRT,51,4,318,64.5,0,Travel Agent/Operator,BookingsCheckedIn,1
11872,PRT,44,6,237,27,0,Corporate,BookingsCheckedIn,3
11873,ESP,34,64,274.2,50,0,Travel Agent/Operator,BookingsCheckedIn,1
11874,FRA,20,77,926.1,142,0,Travel Agent/Operator,BookingsCheckedIn,1
11875,FRA,49,77,2507.4,483,0,Travel Agent/Operator,BookingsCheckedIn,1
11876,PRT,49,87,1206.9,210.5,0,Travel Agent/Operator,BookingsCheckedIn,1
11877,DEU,49,192,359.1,133,0,Travel Agent/Operator,BookingsCheckedIn,1
11878,BRA,44,133,336.6,43.2,0,Travel Agent/Operator,BookingsCheckedIn,1
11879,ITA,76,166,279.9,121,0,Travel Agent/Operator,BookingsCheckedIn,1
11880,CAN,54,99,264.6,42,0,Travel Agent/Operator,BookingsCheckedIn,1
11881,FRA,32,189,82.5,14,0,Direct,BookingsCheckedIn,1
11882,ESP,62,129,873.9,273,0,Travel Agent/Operator,BookingsCheckedIn,1
11883,FRA,53,27,343,54,0,Travel Agent/Operator,BookingsCheckedIn,1
11884,NLD,19,183,239.4,42,0,Travel Agent/Operator,BookingsCheckedIn,1
11885,NLD,55,183,186.6,36,0,Travel Agent/Operator,BookingsCheckedIn,1
11886,FRA,38,10,278,128.5,0,Travel Agent/Operator,BookingsCheckedIn,1
11887,SWE,29,59,250.8,64.8,0,Travel Agent/Operator,BookingsCheckedIn,1
11888,FRA,72,139,306.9,123,0,Travel Agent/Operator,BookingsCheckedIn,1
11889,ZAF,40,200,248.72,77,0,Travel Agent/Operator,BookingsCheckedIn,1
11890,CHN,51,87,234.54,42,0,Travel Agent/Operator,BookingsCheckedIn,1
11891,DEU,29,114,409.2,56,0,Travel Agent/Operator,BookingsCheckedIn,1
11892,ESP,34,64,824.4,186,0,Travel Agent/Operator,BookingsCheckedIn,1
11893,DNK,34,209,329.4,95.5,0,Travel Agent/Operator,BookingsCheckedIn,1
11894,GBR,54,103,358.2,68,0,Travel Agent/Operator,BookingsCheckedIn,1
11895,PRT,66,132,517.65,138.5,0,Travel Agent/Operator,BookingsCheckedIn,1
11896,FRA,33,1,158,22,0,Travel Agent/Operator,BookingsCheckedIn,1
11897,ITA,27,122,886.5,51,0,Travel Agent/Operator,BookingsCheckedIn,1
11898,GBR,22,103,1190.7,180,0,Travel Agent/Operator,BookingsCheckedIn,1
11899,PRT,39,6,468,82.4,0,Travel Agent/Operator,BookingsCheckedIn,1
11900,DEU,25,169,524.7,84,0,Travel Agent/Operator,BookingsCheckedIn,1
11901,FRA,46,125,791.4,110,0,Travel Agent/Operator,BookingsCheckedIn,1
11902,FRA,56,152,525.25,265,0,Travel Agent/Operator,BookingsCheckedIn,1
11903,DEU,29,97,517.65,73.5,0,Travel Agent/Operator,BookingsCheckedIn,1
11904,DEU,28,38,525,84,0,Travel Agent/Operator,BookingsCheckedIn,1
11905,FIN,59,159,699.6,110,0,Travel Agent/Operator,BookingsCheckedIn,1
11906,GBR,47,86,525,87,0,Travel Agent/Operator,BookingsCheckedIn,1
11907,ISR,46,44,619.2,203.4,0,Travel Agent/Operator,BookingsCheckedIn,1
11908,ISR,17,44,166.8,153.8,0,Travel Agent/Operator,BookingsCheckedIn,1
11909,DEU,48,224,382.5,262,0,Travel Agent/Operator,BookingsCheckedIn,1
11910,ITA,34,201,189,112,0,Travel Agent/Operator,BookingsCheckedIn,1
11911,FRA,50,148,1108.95,245.5,0,Direct,BookingsCheckedIn,1
11912,GBR,47,65,590.28,75.6,0,Travel Agent/Operator,BookingsCheckedIn,1
11913,FRA,33,43,262.23,42,0,Travel Agent/Operator,BookingsCheckedIn,1
11914,DEU,59,111,249.66,73.68,0,Travel Agent/Operator,BookingsCheckedIn,1
11915,FRA,42,19,168.8,56.7,0,Travel Agent/Operator,BookingsCheckedIn,1
11916,FRA,58,156,255,80.5,0,Travel Agent/Operator,BookingsCheckedIn,1
11917,FRA,32,63,247.8,70,0,Travel Agent/Operator,BookingsCheckedIn,1
11918,ESP,50,112,287.25,120,0,Direct,BookingsCheckedIn,1
11919,DEU,34,53,791.7,98,0,Direct,BookingsCheckedIn,1
11920,FRA,12,190,850.5,167.5,0,Travel Agent/Operator,BookingsCheckedIn,1
11921,ESP,33,0,191,35,0,Direct,BookingsCheckedIn,1
11922,NLD,48,2,316,66,0,Travel Agent/Operator,BookingsCheckedIn,1
11923,FRA,18,190,958.5,246,0,Travel Agent/Operator,BookingsCheckedIn,1
11924,FRA,47,87,396.9,124,0,Travel Agent/Operator,BookingsCheckedIn,1
11925,PRT,48,100,383.4,80.5,0,Direct,BookingsCheckedIn,1
11926,NLD,49,158,668.7,225,0,Direct,BookingsCheckedIn,1
11927,BEL,30,186,359.1,65.5,0,Travel Agent/Operator,BookingsCheckedIn,1
11928,ESP,41,7,424.6,148,0,Direct,BookingsCheckedIn,1
11929,NLD,52,35,464.4,187.1,0,Travel Agent/Operator,BookingsCheckedIn,1
11930,PRT,52,0,179,39,0,Direct,BookingsCheckedIn,1
11931,CHN,42,9,468,48,0,Travel Agent/Operator,BookingsCheckedIn,1
11932,FRA,33,189,186.6,46,0,Travel Agent/Operator,BookingsCheckedIn,1
11933,POL,37,77,343.8,86.5,0,Travel Agent/Operator,BookingsCheckedIn,1
11934,BEL,15,256,337,232.5,0,Travel Agent/Operator,BookingsCheckedIn,1
11935,BEL,48,256,337,56,0,Travel Agent/Operator,BookingsCheckedIn,1
11936,DEU,20,26,616,209,0,Travel Agent/Operator,BookingsCheckedIn,1
11937,DEU,58,26,556,92,0,Travel Agent/Operator,BookingsCheckedIn,1
11938,FRA,48,6,556,139.5,0,Travel Agent/Operator,BookingsCheckedIn,1
11939,FRA,16,6,1872,433.5,0,Travel Agent/Operator,BookingsCheckedIn,1
11940,GBR,54,126,228.48,114.6,0,Travel Agent/Operator,BookingsCheckedIn,1
11941,ITA,38,138,231,54,0,Travel Agent/Operator,BookingsCheckedIn,1
11942,PRT,46,0,158,2,0,Direct,BookingsCheckedIn,1
11943,ITA,70,0,183,23,0,Travel Agent/Operator,BookingsCheckedIn,1
11944,FRA,66,201,369.75,74.5,0,Travel Agent/Operator,BookingsCheckedIn,1
11945,FRA,43,85,1198.4,180,0,Travel Agent/Operator,BookingsCheckedIn,1
11946,FIN,67,159,699.6,116,0,Travel Agent/Operator,BookingsCheckedIn,1
11947,ESP,53,38,137.1,27,0,Travel Agent/Operator,BookingsCheckedIn,1
11948,ESP,15,90,484.8,77,0,Travel Agent/Operator,BookingsCheckedIn,1
11949,ESP,18,90,484.8,92,0,Travel Agent/Operator,BookingsCheckedIn,1
11950,ESP,52,86,529.2,146,0,Travel Agent/Operator,BookingsCheckedIn,1
11951,GBR,34,30,457.5,257,0,Direct,BookingsCheckedIn,1
11952,GBR,44,30,457.5,266,0,Direct,BookingsCheckedIn,1
11953,ARG,57,1,1985.9,975.8,0,Direct,BookingsCheckedIn,1
11954,NLD,50,199,332.1,105.5,0,Travel Agent/Operator,BookingsCheckedIn,1
11955,DEU,50,302,1608,460.5,0,Travel Agent/Operator,BookingsCheckedIn,1
11956,DEU,16,302,536,325.5,0,Travel Agent/Operator,BookingsCheckedIn,1
