id,title,rating,year,duration,actor_1,actor_2,actor_3,actor_fb_likes_1,actor_fb_likes_2,actor_fb_likes_3
2478,Larry the Cable Guy: Health Inspector,PG-13,2006.0,89.0,Thomas F. Wilson,Larry the Cable Guy,Megyn Price,690.0,400.0,323.0
2479,The Adventures of Elmo in Grouchland,G,1999.0,73.0,Vanessa Williams,Kevin Clash,Caroll Spinney,1000.0,436.0,142.0
2480,Brooklyn's Finest,R,2009.0,132.0,Don Cheadle,Lili Taylor,Armando Riesco,3000.0,960.0,625.0
2481,55 Days at Peking,Unrated,1963.0,154.0,Ava Gardner,David Niven,John Ireland,715.0,490.0,86.0
2482,Evil Dead,R,2013.0,96.0,Lou Taylor Pucci,Elizabeth Blackmore,Ellen Sandweiss,394.0,150.0,58.0
2483,My Life in Ruins,PG-13,2009.0,98.0,Nia Vardalos,Harland Williams,Rachel Dratch,567.0,503.0,399.0
2484,American Dreamz,PG-13,2006.0,107.0,Judy Greer,Dennis Quaid,Chris Klein,2000.0,2000.0,841.0
2485,Superman IV: The Quest for Peace,PG,1987.0,134.0,Jim Broadbent,Margot Kidder,William Hootkins,1000.0,593.0,488.0
2486,How She Move,PG-13,2007.0,94.0,DeRay Davis,Clé Bennett,Conrad Coates,328.0,122.0,66.0
2487,Running Scared,R,2006.0,122.0,Paul Walker,Chazz Palminteri,Ivana Milicevic,23000.0,979.0,834.0
2488,Bobby Jones: Stroke of Genius,PG,2004.0,128.0,Aidan Quinn,Jeremy Northam,Paul Freeman,767.0,327.0,193.0
2489,Shanghai Surprise,PG-13,1986.0,97.0,Victor Wong,Paul Freeman,Clyde Kusatsu,400.0,193.0,161.0
2490,The Illusionist,PG-13,2006.0,110.0,Rufus Sewell,Eddie Marsan,Jake Wood,3000.0,979.0,96.0
2491,Roar,PG,1981.0,102.0,Tippi Hedren,Melanie Griffith,Zakes Mokae,634.0,537.0,60.0
2492,Veronica Guerin,R,2003.0,98.0,Brenda Fricker,David Murray,Gerard McSorley,214.0,96.0,71.0
2493,Escobar: Paradise Lost,R,2014.0,120.0,Josh Hutcherson,Brady Corbet,Carlos Bardem,14000.0,287.0,55.0
2494,Southland Tales,R,2006.0,160.0,Janeane Garofalo,Curtis Armstrong,Chris Andrew Ciulla,1000.0,876.0,215.0
2495,Dragon Hunters,PG,2008.0,80.0,Rob Paulsen,Jess Harnell,Mary Mouser,677.0,262.0,168.0
2496,Damnation Alley,PG,1977.0,91.0,George Peppard,Jan-Michael Vincent,Paul Winfield,669.0,642.0,255.0
2497,The Apparition,PG-13,2012.0,83.0,Julianna Guill,Rick Gomez,Tim Williams,465.0,152.0,62.0
2498,My Girl,PG-13,1991.0,102.0,Macaulay Culkin,Jamie Lee Curtis,Griffin Dunne,3000.0,2000.0,165.0
2499,Fur: An Imaginary Portrait of Diane Arbus,R,2006.0,122.0,Robert Downey Jr.,Ty Burrell,Matt Servitto,21000.0,3000.0,260.0
2500,Wall Street,R,1987.0,126.0,Hal Holbrook,Tamara Tunie,James Karen,826.0,508.0,168.0
2501,Sense and Sensibility,PG,1995.0,136.0,Alan Rickman,Kate Winslet,Tom Wilkinson,25000.0,14000.0,1000.0
2502,Becoming Jane,PG,2007.0,120.0,Anne Hathaway,Julie Walters,Laurence Fox,11000.0,838.0,281.0
2503,Sydney White,PG-13,2007.0,108.0,Danny Strong,Matt Long,Samm Levine,714.0,701.0,433.0
2504,House of Sand and Fog,R,2003.0,126.0,Frances Fisher,Kim Dickens,Ron Eldard,638.0,624.0,385.0
2505,Dead Poets Society,PG,1989.0,128.0,Robin Williams,Josh Charles,Kurtwood Smith,49000.0,1000.0,1000.0
2506,Dumb & Dumber,PG-13,1994.0,113.0,Lauren Holly,Mike Starr,Teri Garr,879.0,854.0,481.0
2507,When Harry Met Sally...,R,1989.0,89.0,Bruno Kirby,Gretchen Palmer,Harley Jane Kozak,227.0,73.0,62.0
2508,The Verdict,R,1982.0,129.0,Charlotte Rampling,James Mason,Jack Warden,844.0,617.0,359.0
2509,Road Trip,R,2000.0,94.0,Ethan Suplee,Rachel Blanchard,Paulo Costanzo,1000.0,491.0,486.0
2510,Varsity Blues,R,1999.0,106.0,Paul Walker,Ron Lester,Mark Walters,23000.0,255.0,35.0
2511,The Artist,PG-13,2011.0,100.0,Bérénice Bejo,Ed Lauter,Beth Grant,996.0,897.0,628.0
2512,The Unborn,PG-13,2009.0,89.0,Gary Oldman,Atticus Shaffer,Rachel Brosnahan,10000.0,787.0,389.0
2513,Moonrise Kingdom,PG-13,2012.0,94.0,Bruce Willis,Bill Murray,Bob Balaban,13000.0,13000.0,559.0
2514,The Texas Chainsaw Massacre: The Beginning,R,2006.0,83.0,Matt Bomer,Jordana Brewster,Lew Temple,20000.0,4000.0,597.0
2515,The Young Messiah,PG-13,2016.0,111.0,Clive Russell,Vincent Walsh,Finn Ireland,241.0,118.0,107.0
2516,The Master of Disguise,PG,2002.0,80.0,Jennifer Esposito,Kenan Thompson,James Brolin,912.0,521.0,499.0
2517,Pan's Labyrinth,R,2006.0,112.0,Ivana Baquero,Maribel Verdú,Sergi López,634.0,269.0,250.0
2518,The Messengers,,,60.0,Joel Courtney,Jessika Van,Riley Smith,1000.0,921.0,762.0
2519,See Spot Run,PG,2001.0,94.0,Leslie Bibb,Angus T. Jones,Paul Sorvino,1000.0,1000.0,636.0
2520,Baby Boy,R,2001.0,130.0,Mo'Nique,Snoop Dogg,Angell Conwell,940.0,881.0,522.0
2521,The Roommate,PG-13,2011.0,91.0,Leighton Meester,Danneel Ackles,Frances Fisher,3000.0,1000.0,638.0
2522,Joe Dirt,PG-13,2001.0,91.0,Brittany Daniel,Erik Per Sullivan,Fred Ward,862.0,593.0,459.0
2523,Double Impact,R,1991.0,110.0,Bolo Yeung,Alonna Shaw,Kamel Krifa,633.0,67.0,51.0
2524,Hot Fuzz,R,2007.0,121.0,Bill Bailey,Joe Cornish,Billie Whitelaw,175.0,115.0,108.0
2525,The Women,PG-13,2008.0,114.0,Jada Pinkett Smith,Debi Mazar,Debra Messing,851.0,680.0,650.0
2526,Vicky Cristina Barcelona,PG-13,2008.0,96.0,Scarlett Johansson,Kevin Dunn,Christopher Evan Welch,19000.0,581.0,252.0
2527,Arn: The Knight Templar,,2007.0,270.0,Gustaf Skarsgård,Michael Nyqvist,Vincent Perez,908.0,690.0,292.0
2528,Boys and Girls,PG-13,2000.0,94.0,Alyson Hannigan,Amanda Detmer,Tsianina Joelson,3000.0,240.0,95.0
2529,White Oleander,PG-13,2002.0,109.0,Patrick Fugit,Cole Hauser,Marc Donato,835.0,787.0,450.0
2530,Jennifer's Body,R,2009.0,107.0,J.K. Simmons,Amy Sedaris,Cynthia Stevenson,24000.0,397.0,271.0
2531,Drowning Mona,PG-13,2000.0,96.0,Will Ferrell,Jamie Lee Curtis,Tracey Walter,8000.0,2000.0,324.0
2532,Radio Days,PG,1987.0,88.0,Mike Starr,Don Pardo,Julie Kavner,854.0,410.0,233.0
2533,Remember Me,PG-13,2010.0,113.0,Robert Pattinson,Lena Olin,Ruby Jerins,21000.0,541.0,238.0
2534,How to Deal,PG-13,2003.0,101.0,Dylan Baker,Alexandra Holden,Trent Ford,812.0,326.0,258.0
2535,My Stepmother Is an Alien,PG-13,1988.0,105.0,Jon Lovitz,Alyson Hannigan,Tony Jay,11000.0,3000.0,384.0
2536,Philadelphia,PG-13,1993.0,125.0,Denzel Washington,Tom Hanks,Jason Robards,18000.0,15000.0,372.0
2537,The Thirteenth Floor,R,1999.0,100.0,Gretchen Mol,Craig Bierko,Brad William Henke,600.0,380.0,363.0
2538,The Cookout,PG-13,2004.0,97.0,Farrah Fawcett,Vincent Pastore,Jenifer Lewis,1000.0,584.0,578.0
2539,Meteor,PG,1979.0,108.0,Martin Landau,Karl Malden,Brian Keith,940.0,416.0,316.0
2540,Duets,R,2000.0,112.0,Lochlyn Munro,Marian Seldes,Huey Lewis,555.0,403.0,215.0
2541,Hollywood Ending,PG-13,2002.0,112.0,Woody Allen,Debra Messing,Treat Williams,11000.0,650.0,642.0
2542,Detroit Rock City,R,1999.0,95.0,Natasha Lyonne,Lin Shaye,Shannon Tweed,1000.0,852.0,322.0
2543,Highlander,R,1986.0,110.0,Christopher Lambert,Jon Polito,Celia Imrie,1000.0,309.0,186.0
2544,Things We Lost in the Fire,R,2007.0,118.0,Alison Lohman,Omar Benson Miller,Robin Weigert,1000.0,418.0,295.0
2545,Steel,PG-13,1997.0,97.0,Charles Napier,Annabeth Gish,Hill Harper,503.0,489.0,466.0
2546,The Immigrant,R,2013.0,120.0,Jeremy Renner,Dagmara Dominczyk,Angela Sarafyan,10000.0,316.0,310.0
2547,The White Countess,PG-13,2005.0,135.0,Vanessa Redgrave,Natasha Richardson,Lynn Redgrave,898.0,708.0,258.0
2548,Trance,R,2013.0,101.0,Rosario Dawson,Spencer Wilding,Tuppence Middleton,3000.0,1000.0,888.0
2549,Soul Plane,R,2004.0,92.0,Mo'Nique,Snoop Dogg,Tom Arnold,940.0,881.0,618.0
2550,Welcome to the Sticks,,2008.0,106.0,Dany Boon,Kad Merad,Michel Galabru,172.0,55.0,27.0
2551,Good,R,2008.0,92.0,Viggo Mortensen,Jodie Whittaker,Steven Mackintosh,10000.0,304.0,227.0
2552,Enter the Void,Not Rated,2009.0,161.0,Paz de la Huerta,Emily Alyn Lind,Olly Alexander,488.0,289.0,116.0
2553,Vamps,PG-13,2012.0,92.0,Taylor Negron,Justin Kirk,Ivan Sergei,1000.0,945.0,613.0
2554,Hachi: A Dog's Tale,G,2009.0,93.0,Cary-Hiroyuki Tagawa,Sarah Roemer,Joan Allen,1000.0,884.0,805.0
2555,Zulu,R,2013.0,110.0,Orlando Bloom,Tanya van Graan,Conrad Kemp,5000.0,170.0,44.0
2556,The Homesman,R,2014.0,122.0,Barry Corbin,Tim Blake Nelson,Miranda Otto,883.0,596.0,568.0
2557,Juwanna Mann,PG-13,2002.0,91.0,Vivica A. Fox,Jenifer Lewis,Kevin Pollak,890.0,578.0,574.0
2558,Lilyhammer,TV-MA,,45.0,Steven Van Zandt,Trond Fausa,Tommy Karlsen,422.0,57.0,15.0
2559,Ararat,R,2002.0,115.0,David Alpay,Marie-Josée Croze,Charles Aznavour,232.0,150.0,125.0
2560,Madison,PG,2001.0,94.0,Bruce Dern,Jake Lloyd,William Shockley,844.0,626.0,518.0
2561,Slow Burn,R,2005.0,93.0,Mekhi Phifer,LL Cool J,Fisher Stevens,1000.0,1000.0,922.0
2562,Wasabi,R,2001.0,94.0,Carole Bouquet,Ryôko Hirosue,Michel Muller,235.0,46.0,17.0
2563,Slither,R,2006.0,95.0,Dustin Milligan,Gregg Henry,Tania Saulnier,499.0,298.0,102.0
2564,Beverly Hills Cop,R,1984.0,105.0,Judge Reinhold,Ronny Cox,James Russo,901.0,605.0,383.0
2565,Home Alone,PG,1990.0,103.0,Macaulay Culkin,Devin Ratray,Catherine O'Hara,3000.0,1000.0,925.0
2566,3 Men and a Baby,PG,1987.0,102.0,Tom Selleck,Ted Danson,Steve Guttenberg,19000.0,875.0,801.0
2567,Tootsie,PG,1982.0,116.0,Bill Murray,Sydney Pollack,Teri Garr,13000.0,521.0,481.0
2568,Top Gun,PG,1986.0,110.0,Tom Cruise,Tom Skerritt,Adrian Pasdar,10000.0,1000.0,555.0
2569,"Crouching Tiger, Hidden Dragon",PG-13,2000.0,120.0,Chen Chang,Pei-Pei Cheng,Sihung Lung,103.0,21.0,5.0
2570,American Beauty,R,1999.0,122.0,Kevin Spacey,Peter Gallagher,Ara Celi,18000.0,828.0,158.0
2571,The King's Speech,R,2010.0,118.0,Colin Firth,Jennifer Ehle,Derek Jacobi,14000.0,1000.0,520.0
2572,Twins,PG,1988.0,107.0,Kelly Preston,Tony Jay,Hugh O'Brian,743.0,384.0,247.0
2573,Scream: The TV Series,TV-14,,45.0,Bex Taylor-Klaus,Bobby Campo,Jason Wiles,460.0,292.0,260.0
2574,The Yellow Handkerchief,PG-13,2008.0,102.0,Kristen Stewart,Eddie Redmayne,William Hurt,17000.0,13000.0,882.0
2575,The Color Purple,PG-13,1985.0,154.0,Oprah Winfrey,Rae Dawn Chong,Dana Ivey,852.0,581.0,271.0
2576,Tidal Wave,R,2009.0,103.0,Nicole Dionne,Ji-won Ha,Kyung-gu Sol,94.0,80.0,13.0
2577,The Imitation Game,PG-13,2014.0,114.0,Benedict Cumberbatch,Rory Kinnear,Allen Leech,19000.0,393.0,305.0
2578,Private Benjamin,R,1980.0,109.0,Eileen Brennan,Albert Brooks,Alan Oppenheimer,1000.0,745.0,271.0
2579,Coal Miner's Daughter,PG,1980.0,124.0,Sissy Spacek,Beverly D'Angelo,Levon Helm,874.0,816.0,572.0
2580,Diary of a Wimpy Kid,PG,2010.0,94.0,Chloë Grace Moretz,Zachary Gordon,Rachael Harris,17000.0,975.0,569.0
2581,Mama,PG-13,2013.0,100.0,Javier Botet,Megan Charpentier,Isabelle Nélisse,1000.0,340.0,250.0
2582,National Lampoon's Vacation,R,1983.0,98.0,Beverly D'Angelo,Randy Quaid,Jane Krakowski,816.0,695.0,624.0
2583,Bad Grandpa,R,2013.0,102.0,Jackson Nicoll,Georgina Cates,Grasie Mercedes,925.0,38.0,27.0
2584,The Queen,PG-13,2006.0,94.0,Roger Allam,Sylvia Syms,Alex Jennings,326.0,48.0,39.0
2585,Beetlejuice,PG,1988.0,92.0,Catherine O'Hara,Jeffrey Jones,Glenn Shadix,925.0,692.0,217.0
2586,Why Did I Get Married?,PG-13,2007.0,113.0,Michael Jai White,Tasha Smith,Lamman Rucker,2000.0,721.0,607.0
2587,Little Women,PG,1994.0,115.0,Christian Bale,Kirsten Dunst,Eric Stoltz,23000.0,4000.0,902.0
2588,The Woman in Black,PG-13,2012.0,95.0,Daniel Radcliffe,Roger Allam,Jessica Raine,11000.0,326.0,259.0
2589,When a Stranger Calls,PG-13,2006.0,87.0,Madeline Carroll,Tessa Thompson,Brian Geraghty,1000.0,431.0,383.0
2590,Big Fat Liar,PG,2002.0,88.0,Frankie Muniz,Donald Faison,Lee Majors,934.0,927.0,799.0
2591,The Deer Hunter,R,1978.0,183.0,Robert De Niro,Meryl Streep,John Savage,22000.0,11000.0,652.0
2592,Wag the Dog,R,1997.0,97.0,Robert De Niro,Kirsten Dunst,John Michael Higgins,22000.0,4000.0,957.0
2593,The Lizzie McGuire Movie,PG,2003.0,94.0,Clayton Snyder,Adam Lamberg,Alex Borstein,925.0,738.0,566.0
2594,Snitch,PG-13,2013.0,112.0,Dwayne Johnson,Harold Perrineau,Nadine Velazquez,12000.0,1000.0,874.0
2595,Krampus,PG-13,2015.0,98.0,Adam Scott,Conchata Ferrell,Allison Tolman,3000.0,658.0,562.0
2596,The Faculty,R,1998.0,104.0,Jordana Brewster,Salma Hayek,Clea DuVall,4000.0,4000.0,1000.0
2597,What's Love Got to Do with It,R,1993.0,118.0,Rae'Ven Kelly,Virginia Capers,Dororthy Thorton,90.0,22.0,2.0
2598,Cop Land,R,1997.0,120.0,Robert De Niro,Sylvester Stallone,Janeane Garofalo,22000.0,13000.0,1000.0
2599,Not Another Teen Movie,R,2001.0,99.0,Chris Evans,JoAnna Garcia Swisher,Mia Kirshner,11000.0,983.0,972.0
2600,End of Watch,R,2012.0,109.0,Jake Gyllenhaal,Anna Kendrick,America Ferrera,15000.0,10000.0,953.0
2601,The Skulls,PG-13,2000.0,106.0,Paul Walker,Leslie Bibb,William Petersen,23000.0,1000.0,883.0
2602,The Theory of Everything,PG-13,2014.0,123.0,Eddie Redmayne,Emily Watson,Simon McBurney,13000.0,876.0,149.0
2603,Malibu's Most Wanted,PG-13,2003.0,86.0,Greg Grunberg,Regina Hall,Blair Underwood,833.0,807.0,685.0
2604,Where the Heart Is,PG-13,2000.0,120.0,Natalie Portman,James Frain,Stockard Channing,20000.0,1000.0,944.0
2605,Lawrence of Arabia,PG,1962.0,227.0,Claude Rains,José Ferrer,Jack Hawkins,607.0,202.0,87.0
2606,Halloween II,R,2009.0,119.0,Scout Taylor-Compton,Tyler Mane,Margot Kidder,908.0,764.0,593.0
2607,Wild,R,2014.0,115.0,Michiel Huisman,Kevin Rankin,Gaby Hoffmann,2000.0,820.0,612.0
2608,The Last House on the Left,R,2009.0,114.0,Tony Goldwyn,Monica Potter,Martha MacIsaac,956.0,878.0,616.0
2609,The Wedding Date,PG-13,2005.0,90.0,Jack Davenport,Debra Messing,Holland Taylor,1000.0,650.0,458.0
2610,Halloween: Resurrection,R,2002.0,94.0,Jamie Lee Curtis,Thomas Ian Nicholas,Bianca Kajlich,2000.0,864.0,732.0
2611,The Princess Bride,PG,1987.0,98.0,Robin Wright,Carol Kane,André the Giant,18000.0,636.0,594.0
2612,The Great Debaters,PG-13,2007.0,126.0,Denzel Washington,Jurnee Smollett-Bell,John Heard,18000.0,2000.0,697.0
2613,Drive,R,2011.0,100.0,Ryan Gosling,Albert Brooks,Russ Tamblyn,33000.0,745.0,228.0
2614,Confessions of a Teenage Drama Queen,PG,2004.0,89.0,Adam Garcia,Carol Kane,Glenne Headly,811.0,636.0,231.0
2615,The Object of My Affection,R,1998.0,111.0,Liam Aiken,Tim Daly,Kali Rocha,818.0,511.0,106.0
2616,28 Weeks Later,R,2007.0,100.0,Jeremy Renner,Harold Perrineau,Catherine McCormack,10000.0,1000.0,307.0
2617,When the Game Stands Tall,PG,2014.0,115.0,Jessie T. Usher,Matthew Daddario,Ser'Darius Blain,116.0,110.0,100.0
2618,Because of Winn-Dixie,PG,2005.0,106.0,Cicely Tyson,Luke Benward,Eva Marie Saint,907.0,807.0,649.0
2619,Love & Basketball,PG-13,2000.0,124.0,Alfre Woodard,Sanaa Lathan,Omar Epps,1000.0,886.0,865.0
2620,Grosse Pointe Blank,R,1997.0,107.0,Minnie Driver,Michael Cudlitz,Mitchell Ryan,893.0,822.0,141.0
2621,All About Steve,PG-13,2009.0,99.0,Bradley Cooper,Katy Mixon,Beth Grant,14000.0,982.0,628.0
2622,Book of Shadows: Blair Witch 2,R,2000.0,90.0,Kim Director,Erica Leerhsen,Kurt Loder,193.0,184.0,162.0
2623,The Craft,R,1996.0,101.0,Christine Taylor,Rachel True,Brenda Strong,838.0,328.0,266.0
2624,Match Point,R,2005.0,119.0,Scarlett Johansson,Mark Gatiss,Penelope Wilton,19000.0,567.0,400.0
2625,Ramona and Beezus,G,2010.0,103.0,Sierra McCormick,Hutch Dano,Jason Spevack,512.0,316.0,125.0
2626,The Remains of the Day,PG,1993.0,134.0,Anthony Hopkins,Peter Vaughan,Ben Chaplin,12000.0,310.0,258.0
2627,Boogie Nights,R,1997.0,155.0,Don Cheadle,Nicole Ari Parker,Nina Hartley,3000.0,360.0,170.0
2628,Nowhere to Run,R,1993.0,94.0,Kieran Culkin,Rosanna Arquette,Joss Ackland,1000.0,605.0,232.0
2629,Flicka,PG,2006.0,95.0,Alison Lohman,Danny Pino,Tim McGraw,1000.0,786.0,461.0
2630,The Hills Have Eyes II,R,2007.0,89.0,Jeff Kober,Daniella Alonso,Jacob Vargas,919.0,557.0,399.0
2631,Urban Legends: Final Cut,R,2000.0,97.0,Loretta Devine,Joey Lawrence,Jacinda Barrett,912.0,786.0,579.0
2632,Tuck Everlasting,PG,2002.0,90.0,William Hurt,Sissy Spacek,Jonathan Jackson,882.0,874.0,613.0
2633,The Marine,PG-13,2006.0,92.0,Kelly Carlson,Firass Dirani,Drew Powell,472.0,239.0,129.0
2634,Keanu,R,2016.0,100.0,Nia Long,Will Forte,Keegan-Michael Key,826.0,622.0,415.0
2635,Country Strong,PG-13,2010.0,117.0,Leighton Meester,Cinda McCain,Tim McGraw,3000.0,646.0,461.0
2636,Disturbing Behavior,R,1998.0,84.0,Bruce Greenwood,Ethan Embry,Katharine Isabelle,991.0,982.0,918.0
2637,The Place Beyond the Pines,R,2012.0,140.0,Ryan Gosling,Ben Mendelsohn,Angelo Anthony Pizza,33000.0,748.0,619.0
2638,The November Man,R,2014.0,108.0,Luke Bracey,Akie Kotabe,Will Patton,775.0,614.0,537.0
2639,Eye of the Beholder,R,1999.0,109.0,Jason Priestley,Patrick Bergin,Geneviève Bujold,471.0,308.0,159.0
2640,The Hurt Locker,R,2008.0,131.0,Jeremy Renner,Christian Camargo,Brian Geraghty,10000.0,602.0,383.0
2641,Firestarter,R,1984.0,114.0,Heather Locklear,George C. Scott,David Keith,695.0,654.0,563.0
2642,Killing Them Softly,R,2012.0,97.0,Brad Pitt,Sam Shepard,Ben Mendelsohn,11000.0,820.0,748.0
2643,A Most Wanted Man,R,2014.0,122.0,Philip Seymour Hoffman,Nina Hoss,Homayoun Ershadi,22000.0,164.0,123.0
2644,Freddy Got Fingered,R,2001.0,87.0,Rip Torn,Harland Williams,Eddie Kaye Thomas,826.0,503.0,484.0
2645,The Pirates Who Don't Do Anything: A VeggieTales Movie,G,2008.0,85.0,Yuri Lowenthal,Cam Clarke,Phil Vischer,354.0,173.0,23.0
2646,U2 3D,G,2007.0,85.0,Bono,The Edge,Larry Mullen Jr.,468.0,67.0,44.0
2647,Highlander: Endgame,R,2000.0,101.0,Christopher Lambert,Adrian Paul,Adam Copeland,1000.0,786.0,377.0
2648,Idlewild,R,2006.0,121.0,Cicely Tyson,Faizon Love,Bobb'e J. Thompson,907.0,585.0,526.0
2649,One Day,PG-13,2011.0,107.0,Anne Hathaway,Jim Sturgess,Rafe Spall,11000.0,5000.0,358.0
2650,Whip It,PG-13,2009.0,111.0,Daniel Stern,Jimmy Fallon,Alia Shawkat,796.0,787.0,728.0
2651,Knockaround Guys,R,2001.0,92.0,Vin Diesel,Tom Noonan,Kevin Gage,14000.0,442.0,366.0
2652,Confidence,R,2003.0,97.0,Louis Lombardi,Brian Van Holt,Leland Orser,437.0,324.0,308.0
2653,The Muse,PG-13,1999.0,97.0,Jeff Bridges,Bradley Whitford,Albert Brooks,12000.0,821.0,745.0
2654,De-Lovely,PG-13,2004.0,125.0,Kevin McNally,Keith Allen,Sandra Nelson,427.0,66.0,65.0
2655,New York Stories,PG,1989.0,124.0,Woody Allen,Larry David,Mia Farrow,11000.0,860.0,563.0
2656,Barney's Great Adventure,G,1998.0,76.0,Trevor Morgan,Kyla Pratt,Shirley Douglas,595.0,417.0,47.0
2657,The Man with the Iron Fists,R,2012.0,107.0,Rick Yune,RZA,Daniel Wu,746.0,561.0,353.0
2658,Home Fries,PG-13,1998.0,91.0,Catherine O'Hara,Jake Busey,Shelley Duvall,925.0,660.0,629.0
2659,Here on Earth,PG-13,2000.0,96.0,Bruce Greenwood,Chris Klein,Elaine Hendrix,991.0,841.0,670.0
2660,Brazil,R,1985.0,142.0,Robert De Niro,Bob Hoskins,Jim Broadbent,22000.0,5000.0,1000.0
2661,Raise Your Voice,PG,2004.0,103.0,Oliver James,Rebecca De Mornay,Jason Ritter,1000.0,872.0,782.0
2662,The Dead Zone,TV-14,,60.0,David Ogden Stiers,Nicole de Boer,Chris Bruno,443.0,319.0,186.0
2663,The Big Lebowski,R,1998.0,117.0,Philip Seymour Hoffman,Jeff Bridges,Steve Buscemi,22000.0,12000.0,12000.0
2664,Black Snake Moan,R,2006.0,116.0,Justin Timberlake,Michael Raymond-James,S. Epatha Merkerson,3000.0,788.0,539.0
2665,Dark Blue,R,2002.0,118.0,Khandi Alexander,Dash Mihok,Michael Michele,556.0,463.0,274.0
2666,A Mighty Heart,R,2007.0,108.0,Angelina Jolie Pitt,Archie Panjabi,Dan Futterman,11000.0,884.0,254.0
2667,Whatever It Takes,PG-13,2000.0,94.0,James Franco,Jodi Lyn O'Keefe,Marla Sokoloff,11000.0,897.0,612.0
2668,Boat Trip,R,2002.0,97.0,Vivica A. Fox,Lin Shaye,Bob Gunton,890.0,852.0,461.0
2669,The Importance of Being Earnest,PG,2002.0,97.0,Colin Firth,Tom Wilkinson,Rupert Everett,14000.0,1000.0,692.0
2670,The Love Letter,Unrated,1998.0,99.0,Jennifer Jason Leigh,Campbell Scott,Estelle Parsons,1000.0,393.0,224.0
2671,Hoot,PG,2006.0,91.0,Logan Lerman,Neil Flynn,Tim Blake Nelson,8000.0,625.0,596.0
2672,In Bruges,R,2008.0,107.0,Elizabeth Berrington,Anna Madeley,Eric Godon,65.0,49.0,39.0
2673,Peeples,PG-13,2013.0,95.0,Tyler James Williams,S. Epatha Merkerson,Diahann Carroll,931.0,539.0,426.0
2674,The Rocker,PG-13,2008.0,102.0,Emma Stone,Bradley Cooper,Josh Gad,15000.0,14000.0,1000.0
2675,Post Grad,PG-13,2009.0,88.0,J.K. Simmons,Zach Gilford,Bobby Coleman,24000.0,971.0,360.0
2676,Promised Land,R,2012.0,106.0,Matt Damon,Hal Holbrook,Terry Kinney,13000.0,826.0,363.0
2677,Whatever Works,PG-13,2009.0,92.0,Larry David,Michael McKean,Conleth Hill,860.0,658.0,386.0
2678,The In Crowd,PG-13,2000.0,105.0,Matthew Settle,Susan Ward,A.J. Buckley,477.0,398.0,275.0
2679,Three Burials,R,2005.0,107.0,Levon Helm,Dwight Yoakam,Guillermo Arriaga,572.0,324.0,289.0
2680,Jakob the Liar,PG-13,1999.0,120.0,Robin Williams,Mark Margolis,Michael Jeter,49000.0,1000.0,693.0
2681,Kiss Kiss Bang Bang,R,2005.0,103.0,Robert Downey Jr.,Corbin Bernsen,Larry Miller,21000.0,1000.0,611.0
2682,Idle Hands,R,1999.0,92.0,Vivica A. Fox,Fred Willard,Elden Henson,890.0,729.0,577.0
2683,Mulholland Drive,R,2001.0,147.0,Naomi Watts,Robert Forster,Laura Harring,6000.0,889.0,669.0
2684,Blood and Chocolate,PG-13,2007.0,98.0,Olivier Martinez,Agnes Bruckner,Chris Geere,838.0,401.0,220.0
2685,You Will Meet a Tall Dark Stranger,R,2010.0,98.0,Anthony Hopkins,Naomi Watts,Ewen Bremner,12000.0,6000.0,557.0
2686,Never Let Me Go,R,2010.0,103.0,Andrew Garfield,Charlie Rowe,Charlotte Rampling,10000.0,882.0,844.0
2687,The Company,,,286.0,Anna Silk,Tom Hollander,Alessandro Nivola,857.0,555.0,527.0
2688,Transsiberian,R,2008.0,111.0,Thomas Kretschmann,Eduardo Noriega,Mac McDonald,919.0,278.0,25.0
2689,The Clan of the Cave Bear,R,1986.0,98.0,Curtis Armstrong,Pamela Reed,Mike Muscat,876.0,324.0,90.0
2690,Crazy in Alabama,PG-13,1999.0,111.0,Meat Loaf,Elizabeth Perkins,Noah Emmerich,783.0,664.0,617.0
2691,Funny Games,R,2007.0,111.0,Naomi Watts,Siobhan Fallon Hogan,Brady Corbet,6000.0,294.0,287.0
2692,Listening,,2014.0,100.0,Thomas Stroppel,Kalim Chandler,Amber Marie Bollinger,192.0,134.0,46.0
2693,Felicia's Journey,PG-13,1999.0,116.0,Bob Hoskins,Elaine Cassidy,Gerard McSorley,5000.0,203.0,71.0
2694,Metropolis,Not Rated,1927.0,145.0,Brigitte Helm,Gustav Fröhlich,Rudolf Klein-Rogge,136.0,23.0,18.0
2695,District B13,R,2004.0,84.0,David Belle,Cyril Raffaelli,Dany Verissimo-Petit,510.0,297.0,58.0
2696,Things to Do in Denver When You're Dead,R,1995.0,115.0,Steve Buscemi,Bill Cobbs,Treat Williams,12000.0,970.0,642.0
2697,The Assassin,Not Rated,2015.0,105.0,Qi Shu,Chen Chang,Satoshi Tsumabuki,1000.0,103.0,56.0
2698,Buffalo Soldiers,R,2001.0,98.0,Dean Stockwell,Scott Glenn,Leon,936.0,826.0,730.0
2699,The Return,Unrated,2003.0,99.0,Konstantin Lavronenko,Vladimir Garin,Nataliya Vdovina,20.0,13.0,9.0
2700,Ong-bak 2,R,2008.0,110.0,Nirut Sirichanya,Petchtai Wongkamlao,Sarunyu Wongkrachang,64.0,45.0,7.0
