Item #,NRS Seller's Ref # ,NSN,Material Description,Item Page Link
,SC440091630AAG,4140011404361,235,
,22,4130014388942,615,
2429847.0,SC440091630AAE,1560002388760,"Shield, urinal Drain",https://www.govplanet.com/jsp/s/item/2429847?kwtag=itemlist
,SC440091630AEE,4730001892630,"Union, pipe",
,SC440091620NXA,1730010874229,Lockscrew Assy,
,SC440091630AXR,4730015133693,541,
,SC440091620NWL,4730002785757,"Cup, oil, lubricating",
,SC440091620PDY,1680013136690,"Holder, cup, aircraft",
,SC440091630AXH,4730015133521,699,
,23,4730015561420,477,
2429870.0,W90JXK80863040V,8415015801348,68,https://www.govplanet.com/jsp/s/item/2429870?kwtag=itemlist
,W90JXK80783016V,8415007822889,434,
,W90JXK80653051V,8415015302157,431,
,W51HQS81693030V,8465011150026,485,
,W90JXK80753012V,8405008893683,274,
,W90JXK80743001V,8465013980687,269,
,W55C6Z81026203,8410013088655,691,
,W51HQS81693005V,8465002616909,38,
,W51HQS81693036V,8465015250598,67,
,W51HQS81693031V,87,697,
,W906EH81983059V,8465013936515,275,
,W90JXK80743012V,8415014618337,34,
,W906EH82493007V,8465005303692,397,
,W90JXK80713017V,8415014726912,448,
,W90JXK80753014V,8415014618356,34,
,W51HQS81693031A,94,733,
,W90JXK80713003V,8465014168517,388,
,W90JXK80653045V,8465015250585,72,
,W90JXK80753020V,8405015472559,274,
,W90JXK80653040V,8465015313647,429,
,W90JXK80743021V,8415007822889,434,
2430117.0,SL470172610CNE,6240016416236,10,https://www.govplanet.com/jsp/s/item/2430117?kwtag=itemlist
,SL470173040BQT,5365011646309,240,
,SL470172610BUM,5365002428823,157,
,SL470172960DYW,5365011983400,177,
,SL470173380DTV,5365013440665,177,
,SL470172610ADF,5365000151392,103,
,SL470173520FQK,5360015283690,734,
2430124.0,N5702572759820,4730012780995,16,https://www.govplanet.com/jsp/s/item/2430124?kwtag=itemlist
,SL470173230HNB,5360014339379,2,
,N5702572759838,2530998100908,"Parts Kit, steering",
,N5702572757906,5920008201294,"Fuseholder, Electric",
,N5702572757937,4730013242201,"Thread Piece, Union",
,N5702572757901,3433006402356,"Tip, acetylene Torch",
,R2182671391841,5307011443973,114,
,SL470173230GTK,5365013431773,"Shim, Peelable",
,N5702572757941,4730014186552,503,
,N5702572757891,5935004496786,327,
,SL470173230BWS,5360006228598,2,
,SL470172950RPP,5365008957202,187,
,SL470173230JSE,5365015394766,735,
,SL470172950LCU,5360003419776,"Spring, Reel",
,N5702572759819,3120012683680,"Bearing, washer, thru",
,SL470173520CFW,5360014683416,734,
,N5702572757917,5365012275690,182,
,N5702572757925,5945012752862,8,
2430128.0,SL470172350CEW,5360014598090,130,https://www.govplanet.com/jsp/s/item/2430128?kwtag=itemlist
,SL470172610DPY,5365006143903,157,
,SL470173470CQT,5360013519352,2,
,SL470173230LDR,5365994635966,Back-up Ring,
,SL470172610END,5365009150980,157,
,SL470173230ELN,5360011706592,2,
,SL470173520QWB,5365012837660,735,
,SL470172040ERB,5360001170288,2,
,SL470172150DPA,5360013887029,130,
,SL470173260CSC,5365012776859,177,
,SL470172610CZU,5360004646463,2,
,SL470172040EJM,5360001103022,2,
,SL470172951BLS,5365012097352,182,
,SL470172610ELH,5365008941879,182,
,SL470172950BAA,5365011207661,157,
,SL470172950MHE,5360004523352,Spring Helical,
,SL470172950KHG,5365002351915,298,
,SL470172040FYQ,5360015033200,2,
,SL470172950TPH,5360010274807,2,
,SL470172250LDZ,5360011331964,2,
,SL470172960EHJ,5365013593579,177,
,SL470173230BPU,5360005009569,2,
,SL470173230CLD,5360008384590,2,
,SL470172950SXT,5360010056321,2,
,SL470172050FNC,5360011717807,2,
2430191.0,W90RUE80284024,5340014841472,316,https://www.govplanet.com/jsp/s/item/2430191?kwtag=itemlist
,W9046W8022081HL,5315145553323,219,
,W9046W802206M4L,5340015879147,135,
,W31G3H8229WE02L,5180012137229,"Tool Kit, Electrical Contact",
2430377.0,W90JWM80529261,8465015472694,269,https://www.govplanet.com/jsp/s/item/2430377?kwtag=itemlist
,W90JWM81139221,8415015302351,35,
,W90JXK82553011V,8405015472559,274,
,FB647182010048,8415016011886,703,
,W68KCW82820009,8465016046541,37,
,W91EYY82693002V,8415015466722,68,
,FB647173160371,8455015569660,736,
,W68KCW82330045,8465015248407,76,
,W90JWM81039255,8465015250606,70,
,FB647173160430,8455015569638,"Insignia, Grade, Enlisted",
,W90JWM81139202,8405008893683,274,
,FB647182010049,8415015184759,703,
,W55VZJ82773026V,8465015472694,269,
,W90V1P80263015V,8415010749427,68,
,FB647182010047,8415015184757,703,
,W90JWM81299244,8465015247263,69,
,W91EYY82693010V,8415015386768,68,
,W90JWM81039262,8465015472706,269,
,FB647173160300,8455015569537,736,
,W90V1P82603002V,8465015250606,70,
,W90JXK82673018V,8405015472559,274,
,W68KCW82330043,8465015248362,412,
,W55VZJ82773024V,8465015472706,269,
,W90V1P82693117V,8415015386754,68,
,FB647173160382,8455015569552,736,
,W90JWM80529265,8465015801556,700,
,W90JWM81169305,8465015250606,70,
,W90JWM81069244,8465015236276,700,
,W91EYY82743003V,7105009350422,737,
,W90JWM80529264,8465015800981,273,
,W90JWM81299251,8465015250589,73,
,W90V1P82553086V,8465014652124,"Carrier, Sleep Syste",
,W90V1P82683087V,8415015458724,472,
,W90JXK82553004V,8415007822888,434,
,W90V1P82543005V,8415014618341,34,
2430443.0,W90JXK80713002V,8465013980687,269,https://www.govplanet.com/jsp/s/item/2430443?kwtag=itemlist
,W906DS81243016V,8465005303692,397,
,W62R1981083024V,8415015485971,"Coveralls, Fuel Hand",
,W55C6Z81066202,8415014618337,34,
,W55C6Z81076101,8415014618341,34,
,W80VZV80766315,8465014652056,694,
2430465.0,SL470173230BBE,5360003205691,121,https://www.govplanet.com/jsp/s/item/2430465?kwtag=itemlist
,SL470173520GKV,5365007398890,182,
,SL470172050GBA,5360011983357,2,
,SL470173230ETX,5365011904740,177,
,SL470173230CGJ,5365008073649,177,
,SL470173520AEB,5360014150687,2,
,SL470172980DHV,5365013812215,243,
,SL470173520PGD,5360011965682,121,
,SL470173520HWX,5365008941878,182,
,SL470173520GDD,5360007097148,2,
,SL470173230CDK,5365007540939,157,
2430590.0,W91EKJ80789605,95,738,https://www.govplanet.com/jsp/s/item/2430590?kwtag=itemlist
,W56JKU32910298,2910013594971,21,
,W9046W802204HSL,2590015669532,"Bracket, saddle Vee",
,FB20297289TH04,56,609,
,R0336880661234,3020008251443,683,
,W9046W71100H5QL,2930015342436,425,
,W9046W733200HUL,2540000523253,"Motor, windshield Wi",
,W91EKJ81009306,96,739,
,W9046W802203AAL,6680015574728,"Valve Assembly, Need",
,W81UTH81840057,2590013159128,"Bracket, vehicular Components",
,W91EYF90840001,2520013569189,"Propeller Shaft, veh",
,W91EKJ81009305,96,739,
,FB20297262JM11,4,47,
,W9046W713805BDL,2640009226915,"Repair Material, pne",
,SL470180490FWC,6160013180763,659,
,W9046W802201V9L,2990015352489,"Sensor, manifold Abs",
,W91EKJ81136001,7105DSMIRROR1,Mirror,
,FB643273170148,2540015659343,"Latch, pintle Hook",
,FB643273170181,2540013141121,702,
,FB643273180186,6210014732161,341,
,R5575273561621,2530012975558,"Chamber, air Brake",
,FB465980300109,2530005254364,740,
,R5532172890137,2010015204430,"Shaft, propulsion, sh",
,W9046W727201OWL,3110011306153,"Bearing, ball, airframe",
,W9046W80190BMFL,2530014812638,Brake Shoe Set,
,R2184781520520,5120002771463,576,
,W91EKJ80249305,9320DSRUBBERM,Rubber Fabricated Materials,
,N4242082140332,6160016324878,659,
,W90KEL90700025,2510015700644,741,
,W81RP682150009,2530011182872,"Parts Kit, hydraulic",
,R0336880661009,3020003662955,683,
,FB202781590074,2610000951708,"Inner Tube, pneumati",
2430600.0,HT002682959085,97,742,https://www.govplanet.com/jsp/s/item/2430600?kwtag=itemlist
,W45MW282979086,6515010948296,Laryngoscope,
,HT002682959086,97,742,
,W81NTE82919086,91,728,
,HT002682959083,97,742,
,HT002682959062,97,742,
,W81NTE83179061,91,728,
,HT002682959081,97,742,
,N6609782210005,82,670,
,W81JTH83120013,6625015498900,"Analyzer, local-wide Area Network",
,HT002682959076,97,742,
,W81NTE83129058,82,670,
2430752.0,W55VZJ80533008V,8415007822888,434,https://www.govplanet.com/jsp/s/item/2430752?kwtag=itemlist
,W55VZJ80173006V,8465011178699,37,
,W91F0972923023V,8465015836442,"Rifleman Set, Tactic",
,W91F0972933011V,8465014456274,Modular Sleep Syste,
,W54XB972623010V,8465015245285,495,
,W55VZJ82773023V,8465002616909,38,
,W55VZJ80173005V,8465015250585,72,
,W91F0973393044V,7210002827950,39,
,W91F0972853011V,8465015612670,407,
,W91F0973393078V,8405015472559,274,
2432500.0,SZ35478002X002,7510015466429,453,https://www.govplanet.com/jsp/s/item/2432500?kwtag=itemlist
,W45VAK9107F002,7510016032925,453,
,W45VAK9107F001,7510016163268,635,
,W45VAK90500004,7510015944372,Hp Toner Cartridge,
,W45VAK9107F004,7510016032925,453,
,W45VAK90080008,71,637,
,W81E6U51384014,37,443,
,W45VAK9107F003,7510016032931,453,
,W45VAK9106F018,7510015189668,453,
,W45VAK90500003,7510015189667,453,
,W9046W80180280L,8105001179881,Padded Envelope,
,W45VAK9108F014,7510015666691,635,
,FB30479092T002,5920DSSURGEP1,Surge Protector,
,W45VAK9108F013,7510016202180,715,
,FM301680020001,7510015466402,453,
,W45VAK9108F001,7510015658522,Fuser Maintenance Kit,
2432506.0,SC440091630BLZ,5306015500845,"Bolt, Finned Neck",https://www.govplanet.com/jsp/s/item/2432506?kwtag=itemlist
,SC440091690MTU,5340011056611,324,
,SC440091690MRP,5365011759794,91,
,SC440091690MWB,5305011565108,120,
,SC440091690MDH,5365013394027,157,
,SC440091630AVZ,5365012608884,157,
,SC440091690MQY,5320003385681,107,
,SC440091690MGG,5365011635037,94,
,24,5310015167873,95,
,SC440091690MPZ,5330004007414,117,
,SC440091690NDC,5340014698254,Lever Rocker,
,25,5340014393324,229,
,26,5340015554891,226,
,27,5310012858895,511,
,SC440091690MDU,4320012253904,"Piston, rate",
,SC440091690MKC,5310008960774,"Nut, Plain, Slotted, H",
,SC440091690MWV,3010013159665,"Drive Unit, angle",
,SC440091690MQV,5330015975088,117,
,SC440091690MJX,5306007223068,106,
2432512.0,W91EYY90523048V,8465015472670,33,https://www.govplanet.com/jsp/s/item/2432512?kwtag=itemlist
,W91EYY90523011V,8415014726916,448,
,W55VZJ90863032V,8405001109470,420,
,W55VZJ90873001V,8415014618356,34,
,W91EYY90523047V,8465015472656,33,
,W91EYY90523006V,8415002687870,743,
,W55VZJ90883021V,8465015313647,429,
,W55VZJ90873003V,8415014618341,34,
,W55VZJ91143007V,8465015247232,433,
,W58CE290453019V,8465015247232,433,
,W91EYY90523040V,8460006068366,36,
,SC440083520HFN,8455002553137,744,
,W91EYY90523019V,8415015386289,472,
,FM441783528150,6530007844205,316,
,W55VZJ91083017V,8465015313647,429,
,W91JTL90743056V,8465015248362,412,
,W91EYY90523031V,8415015466722,68,
,W906EH90453014V,8465015472670,33,
,W91EYY90793000,8465016544721,75,
,W91EYY90523010V,8415014726911,448,
,W55VZJ90873002V,8415014618337,34,
,M677009088TV04,8415015674128,389,
,FM441782748128,6515015928758,"Pouch, medical Equip",
,W91EYY90523030V,8415015466721,68,
,SC440083520HGA,8455004928378,744,
,W91EYY90523029V,8415015466712,68,
,W31BM690293038V,8465014652158,720,
,W55VZJ91133023V,8465013980687,269,
,SZ35869105F002,8465015248368,745,
,W91EYY90523020V,8415015386315,472,
,W55VZJ90873004V,8465011178699,37,
,W906E890293059V,8340016004807,445,
,W55VZJ90863030V,8405001108290,420,
,W91EYY90523021V,8415015386695,424,
2432596.0,W45N7V72559019,3110010899215,746,https://www.govplanet.com/jsp/s/item/2432596?kwtag=itemlist
,W45N7V73259133,5330001333412,26,
,W45N7V73439086,4820011816697,"Valve, Vent",
,W45N7V72569008,5340011797364,"Latch, Thumb",
,W45N7V72559010,5310005277384,198,
,FB304773130849,5365004842281,182,
,W45N7V73259199,5330014708859,26,
,FB304773130300,5950010564707,"Coil, Radio Frequency",
,W45N7V73439046,5340011230518,318,
,W45N7V73259135,5342001343355,"Hinge, Assembly",
,W45N7V72509000,5360001350548,2,
,W45N7V72509003,4730013165508,"Sleeve, Flared, Tube",
,W45N7V73439053,2840011264133,"Support-clip, cable",
,W45N7V72559009,2840002433675,"Cap And Adapter, oil",
,FB304773130316,5930010539882,258,
,W45N7V73439076,5315011725015,"Pin, Trailing Arm",
,W45N7V73439081,5340011807622,"Insert, Special",
,FB308973130527,6635010716816,"Probe, Bolt Hole",
2432686.0,FB304773246707,8430014501675,747,https://www.govplanet.com/jsp/s/item/2432686?kwtag=itemlist
,W66MR180163059V,8465015245285,495,
,W68KCW73240115,8415015771967,394,
,W54XB972693013V,8465015997047,748,
,W58CE273493041V,8415009261526,462,
,W90KEU73403034V,8415015386752,68,
,W58CE273323004V,8465013985428,391,
,FB304773356703,8430014344816,747,
,W58CE273393005V,8415015302350,35,
,W66MR180163061V,8465015245285,495,
,W91F0973403021V,8415015466722,68,
,W90KEU73453019V,8415015386742,68,
,W66MR180173023V,8465015245285,495,
,W90KEU73403031V,8415014618356,34,
,FB304773256740,8405011752299,691,
,W54XB972693009V,8415015302350,35,
,FB304773286791,8405013976472,749,
,W90KEU73413037V,8415015386300,472,
,W58CE273493040V,8415001600769,687,
,W90KEU73413072V,8415014618341,34,
,W66MR180253003V,8405015472559,274,
,W68KCW73530002,8465002616909,38,
,W55VZJ80513036V,8465015997047,748,
,W91F0980183017V,8415015386739,68,
,FB304773286784,8405013755670,749,
,W90KEU73453018V,8415015386747,68,
,W66MR180173022V,8465015245285,495,
,W68KCW73250046,8465015250577,408,
2432899.0,FM441782358024,6515015984404,750,https://www.govplanet.com/jsp/s/item/2432899?kwtag=itemlist
,W906EH90453013V,8465015472706,269,
,SYE3649045F003,8415000511173,Food Service Apron,
,SYE3649045F005,8415016476660,"Smock, food Service Uniform, Unisex",
,W55VZJ90943004V,8465013985428,391,
,FM441790238317,6515015984404,750,
,W55VZJ90949901V,8465015247639,Buckle Set,
,W80SK572583065V,8415015386768,68,
,W55VZJ91133024V,8465013980685,269,
,W906EH90443053V,8465016046541,37,
,W58CE290443052V,8465011178699,37,
,W55VZJ90883020V,8340015216438,475,
,W55VZJ90943001V,8465013980687,269,
,W91N2P90253012V,8465016068647,751,
,W91N2P90253005V,8465016068652,751,
,W55VZJ90873019V,8465013936515,275,
2433129.0,SC440091690MQL,1660006152500,154,https://www.govplanet.com/jsp/s/item/2433129?kwtag=itemlist
,SC440091690MRJ,4730008409875,513,
,SC440091630AJW,4730001421189,523,
,SC440091630AEU,4730001932705,535,
,SC440091630AKF,1680001918372,"Bracket, roller, obse",
,SC440091620PUK,1680002419661,"Seat Bottom, nylon",
,23,4730015561420,477,
,SC440091690MQM,1660007831147,740,
,SC440091690MHP,4730015644810,533,
,SC440091690MUL,4730002029036,477,
,SC440091690MQK,1560010220600,"Spring, antilever, se",
,SC440091690NDB,4730012393417,"Sleeve, clinch, tube",
,SC440091690MTD,4730008039527,477,
,SC440091690MQP,2915011983713,502,
,SC440091690MJY,4730007295733,"Reducer, boss",
,SC440091620NZJ,4730012834962,479,
2433274.0,W52C2N72443006V,8415015302161,411,https://www.govplanet.com/jsp/s/item/2433274?kwtag=itemlist
,W904XP73353188V,8465015245285,495,
,W80FHT73253042V,5120008785932,49,
,W90V1P72483085V,8415015801341,68,
,M1123080039991,4240011826406,"Faceshield, Military",
,W90V1P72423024V,8465015250577,408,
,W91F0973123009V,8465015245285,495,
2433297.0,SC440091690MXU,2510015360635,"Panel, Body, Vehicular",https://www.govplanet.com/jsp/s/item/2433297?kwtag=itemlist
,SC440091690MWD,2510013253348,741,
2433452.0,SC440091690MWF,5342011556814,"Bracket, engine Acce",https://www.govplanet.com/jsp/s/item/2433452?kwtag=itemlist
,SC440091630BDE,2540015696552,"Insulation, vehicula",
,SC440091690MVH,5340014917494,161,
2433483.0,26,5340015554891,226,https://www.govplanet.com/jsp/s/item/2433483?kwtag=itemlist
,24,5310015167873,95,
,SC440091690MVG,4820014784650,23,
,SC440091690MVQ,5340012500785,318,
,SC440091690MVU,5340015554892,226,
,SC440091690MTT,5340013121019,226,
,25,5340014393324,229,
,SC440091690MYA,4320013198223,668,
,SC440091690MUP,5365011151104,94,
2433665.0,W91PBH81343027V,8465015800689,498,https://www.govplanet.com/jsp/s/item/2433665?kwtag=itemlist
,W90W0781843024V,8415015466721,68,
,W90W0781693035V,8465009277485,494,
,W81LG673560010,8465015247263,69,
,W90W0781653043V,8465011178699,37,
,W61SQQ81103071V,8415015302351,35,
,W90W0781203078V,8415015386739,68,
,SZ34198152F003,8465015250585,72,
,W90V1P80593004V,8415001600769,687,
,W62R1981793028V,8415015467662,68,
,W91PBH81313007V,8415015467444,68,
,N6896781520722,8465014999924,"Club, Self-protectio",
,M1123080389993,8465015393492,"Trainer, Bayonet",
,W90W0781693033V,8465008600256,494,
,W62R1981773043V,8415015302157,431,
,W90W0781973019V,8465015250585,72,
,W90V1P80573059V,8415015302351,35,
,W90W0781843017V,8465015250598,67,
,W90W0781293047V,8465015250606,70,
,W68KCW80260102,8465015250577,408,
,W62R1981423032V,8415015386742,68,
,W90W0781703052V,8415015302351,35,
,W68KCW80270007,8465015247620,496,
,W62R1981663089V,8415015777131,"Drawers, Flame Resis",
,W62R1981783052V,8465015250585,72,
,W68KCW80270001,8465015247309,71,
,W62R1981663071V,8410012773634,"Tunic, Woman's",
,W90W0781693032V,8465011188173,485,
,W91PBH81313008V,8415015386742,68,
,W90V1P80603028V,8465013221965,393,
,W62R1981653030V,8465015250585,72,
,W90W0781843022V,8415015467444,68,
,W61DD380522028,6650DSBINOCUL,Binoculars,
,W90V1P80593054V,8415010749422,68,
2433721.0,W9046W825705JML,3030008652700,151,https://www.govplanet.com/jsp/s/item/2433721?kwtag=itemlist
,W45N7V90799012,5905002358668,378,
,W9046W825705PAL,6105011646546,752,
,W56HZW8006H241L,3040015134848,"Ring, rod, piston",
,R5575273561620,5330013360011,"Ring, Wiper",
,FX703090815618,6130DSINVERTE,Power Inverter,
,N0429A73320171,6220010233178,Cover Assembly,
,SL470172610NGH,5365015439052,177,
,R5575273561604,6115015393338,"Generator, Alternati",
,W23MWR82112021,5305011760617,"Screw, Instrument",
,R5561180241644,5340013151567,"Closer, Door",
,W58HZ18006H202,4730013918461,"Coupling Half, Quick Disconnect",
2433730.0,SZ32798325D006,2530013144392,753,https://www.govplanet.com/jsp/s/item/2433730?kwtag=itemlist
,W51REE83550128A,2520DSSHAFT00,Vehicle Shaft,
,W91EKJ80249307,95,738,
,SL470183000AAG,2540001682187,460,
,SC440082050GFC,9515015032902,Sheet Interm,
,SL470173250BMB,2940015265483,"Filter Element, inta",
,FB480181060275,2910014770840,596,
,W67G2283520016,9310DSPAPERBR,Paper And Paperboard,
,W9046W802201QAL,6110015394023,"Brake, Electric",
,W90DAN73250030,3120010501108,603,
,SW322582070004,3120006105833,426,
,W81RP681450071,5670123733726,"Door, Metal, Swinging",
,W91EKJ71845559,95,738,
,W91EKJ23329129,98,754,
,SL470182560AEJ,2530013144392,753,
,W9046W729301ASL,2540012096044,"Arm, windshield Wipe",
2433988.0,W45N7V90799058,6680011418720,"Band, sealing",https://www.govplanet.com/jsp/s/item/2433988?kwtag=itemlist
,FM442780518009,6515015860267,755,
,SZ33807345X007,6665DSDETECTA,Detectors Demil A,
,W583XR80860003,6532015928501,"Gown, Operating, Surg",
,W23MWR82074016,6515008244243,"Tube, Inhaler",
2433995.0,W90KEU90953068V,8465016046541,37,https://www.govplanet.com/jsp/s/item/2433995?kwtag=itemlist
,W90KEU90783028V,8465005303692,397,
,W90KEU90783031V,8465005303692,397,
,W90KEU90943012V,8415015386754,68,
,W90KEU90783039V,8465013980685,269,
,W90KEU90853082V,94,733,
,W90KEU90853079V,8465015245250,273,
,W90KEU90863022V,8465015245250,273,
,W90KEU90783018V,8465015248368,745,
,W90KEU90923011V,8465015245285,495,
,W90V1P73353199,8465015248407,76,
,W90KEU90943070V,8465015472656,33,
,W90KEU90923001V,8415015386742,68,
,W90KEU90953044V,5120008785932,49,
,W90KEU90853075V,8465002616909,38,
,M5353073350007,8465015987693,392,
,W90KEU90783019V,8465013936515,275,
,W90V1P73353179V,8465015250585,72,
,W90KEU90783025V,94,733,
,W904XP73353193V,8465015247226,476,
,W90KEU90923022V,8465015245285,495,
,W90KEU90853017V,8415015386747,68,
,W90KEU90953023V,8415014726915,448,
,W90KEU90923010V,8465015472656,33,
,W90KEU90953005V,8465005303692,397,
,W90KEU90803048V,8465015472656,33,
,W90KEU90853037V,8415015467444,68,
,W90KEU90943046V,8415015386747,68,
,W90KEU90883053V,8415014618341,34,
,W90KEU90883088V,8415015302157,431,
,W90KEU90883004V,8415015801337,68,
,W90KEU9112F008,8465013936515,275,
,W90KEU90783013V,8465015245250,273,
,W90KEU90783038V,8415015386742,68,
2437002.0,W25G1Q9051M001,6145013735048,"Cable, power, electri",https://www.govplanet.com/jsp/s/item/2437002?kwtag=itemlist
,W9046W83540HT9L,5310015258946,230,
